sexo,provincia,comunidad,tasa,año,media,trimestre
mujeres,murcia,murcia,actividad,2007,47.12,primero
mujeres,castellon,comunidad valenciana,actividad,2007,49.74,primero
mujeres,castellon,comunidad valenciana,actividad,2007,49.83,segundo
mujeres,castellon,comunidad valenciana,actividad,2007,50.71,tercero
mujeres,castellon,comunidad valenciana,actividad,2007,52.17,cuarto
mujeres,valladolid,castilla y leon,paro,2007,9.05,tercero
mujeres,valladolid,castilla y leon,paro,2007,10.13,cuarto
hombres,pontevedra,galicia,actividad,2007,65.39,cuarto
hombres,pontevedra,galicia,actividad,2007,66.41,tercero
hombres,pontevedra,galicia,actividad,2007,66.74,segundo
hombres,pontevedra,galicia,actividad,2007,67.04,primero
mujeres,cantabria,cantabria,empleo,2007,42.93,primero
mujeres,cantabria,cantabria,empleo,2007,42.85,segundo
mujeres,cantabria,cantabria,empleo,2007,44.27,tercero
hombres,las palmas,canarias,empleo,2007,65.47,segundo
mujeres,cantabria,cantabria,empleo,2007,43.57,cuarto
hombres,las palmas,canarias,empleo,2007,63.37,tercero
mujeres,valladolid,castilla y leon,paro,2007,11.11,segundo
mujeres,castellon,comunidad valenciana,empleo,2007,47.62,cuarto
mujeres,valladolid,castilla y leon,empleo,2007,44.06,tercero
mujeres,valladolid,castilla y leon,empleo,2007,44.04,cuarto
mujeres,castellon,comunidad valenciana,paro,2007,9.56,primero
mujeres,castellon,comunidad valenciana,paro,2007,10.9,segundo
hombres,las palmas,canarias,paro,2007,10.98,cuarto
hombres,las palmas,canarias,paro,2007,9.64,tercero
hombres,las palmas,canarias,paro,2007,8.37,segundo
hombres,las palmas,canarias,paro,2007,8.67,primero
mujeres,castellon,comunidad valenciana,paro,2007,9.99,tercero
mujeres,castellon,comunidad valenciana,paro,2007,8.72,cuarto
mujeres,murcia,murcia,actividad,2007,48.56,cuarto
mujeres,murcia,murcia,actividad,2007,48.68,tercero
mujeres,murcia,murcia,actividad,2007,48.52,segundo
mujeres,valladolid,castilla y leon,paro,2007,9.75,primero
hombres,las palmas,canarias,empleo,2007,63.75,cuarto
hombres,lerida,cataluña,paro,2007,2.3,primero
mujeres,cantabria,cantabria,paro,2007,9.67,primero
mujeres,cantabria,cantabria,paro,2007,8.99,segundo
mujeres,valladolid,castilla y leon,actividad,2007,49.01,cuarto
mujeres,cadiz,andalucia,empleo,2007,32.7,primero
mujeres,cadiz,andalucia,empleo,2007,34.29,segundo
mujeres,cadiz,andalucia,empleo,2007,34.98,tercero
mujeres,cadiz,andalucia,empleo,2007,33.51,cuarto
hombres,pontevedra,galicia,empleo,2007,61.53,cuarto
hombres,pontevedra,galicia,empleo,2007,61.84,tercero
hombres,pontevedra,galicia,empleo,2007,62.82,segundo
hombres,pontevedra,galicia,empleo,2007,63.0,primero
mujeres,cadiz,andalucia,paro,2007,21.88,primero
mujeres,cadiz,andalucia,paro,2007,19.8,segundo
mujeres,cadiz,andalucia,paro,2007,20.22,tercero
mujeres,cadiz,andalucia,paro,2007,22.6,cuarto
mujeres,valencia,comunidad valenciana,empleo,2007,46.08,primero
mujeres,valencia,comunidad valenciana,empleo,2007,46.12,segundo
mujeres,valladolid,castilla y leon,actividad,2007,48.45,tercero
mujeres,murcia,murcia,empleo,2007,44.41,segundo
mujeres,murcia,murcia,empleo,2007,43.66,tercero
mujeres,murcia,murcia,empleo,2007,43.51,cuarto
mujeres,cantabria,cantabria,paro,2007,6.57,tercero
mujeres,cantabria,cantabria,paro,2007,6.67,cuarto
mujeres,murcia,murcia,paro,2007,10.39,cuarto
mujeres,murcia,murcia,paro,2007,10.32,tercero
mujeres,murcia,murcia,paro,2007,8.47,segundo
mujeres,murcia,murcia,paro,2007,10.52,primero
mujeres,cantabria,cantabria,actividad,2007,47.52,primero
hombres,alicante,comunidad valenciana,empleo,2007,62.66,tercero
mujeres,cantabria,cantabria,actividad,2007,47.08,segundo
mujeres,cantabria,cantabria,actividad,2007,46.68,cuarto
mujeres,valladolid,castilla y leon,actividad,2007,48.58,primero
mujeres,valladolid,castilla y leon,actividad,2007,48.19,segundo
hombres,pontevedra,galicia,paro,2007,5.91,cuarto
hombres,pontevedra,galicia,paro,2007,6.88,tercero
hombres,pontevedra,galicia,paro,2007,5.88,segundo
hombres,pontevedra,galicia,paro,2007,6.02,primero
mujeres,cantabria,cantabria,actividad,2007,47.38,tercero
mujeres,castellon,comunidad valenciana,empleo,2007,44.4,segundo
hombres,alicante,comunidad valenciana,empleo,2007,62.44,segundo
mujeres,burgos,castilla y leon,actividad,2007,45.83,primero
mujeres,teruel,aragon,empleo,2007,40.34,segundo
mujeres,teruel,aragon,empleo,2007,41.21,tercero
mujeres,teruel,aragon,empleo,2007,43.9,cuarto
hombres,almeria,andalucia,empleo,2007,63.86,primero
hombres,almeria,andalucia,empleo,2007,65.33,segundo
hombres,almeria,andalucia,empleo,2007,66.4,tercero
hombres,almeria,andalucia,empleo,2007,66.9,cuarto
hombres,segovia,castilla y leon,empleo,2007,62.32,cuarto
hombres,segovia,castilla y leon,empleo,2007,63.5,tercero
hombres,segovia,castilla y leon,empleo,2007,63.24,segundo
hombres,segovia,castilla y leon,empleo,2007,63.36,primero
mujeres,islas baleares,islas baleares,actividad,2007,52.24,primero
mujeres,islas baleares,islas baleares,actividad,2007,56.54,segundo
mujeres,islas baleares,islas baleares,actividad,2007,57.13,tercero
mujeres,islas baleares,islas baleares,actividad,2007,53.63,cuarto
mujeres,teruel,aragon,empleo,2007,40.22,primero
mujeres,las palmas,canarias,actividad,2007,52.82,cuarto
mujeres,islas baleares,islas baleares,paro,2007,10.81,cuarto
mujeres,islas baleares,islas baleares,paro,2007,7.57,segundo
mujeres,islas baleares,islas baleares,empleo,2007,46.48,primero
mujeres,islas baleares,islas baleares,empleo,2007,52.26,segundo
mujeres,islas baleares,islas baleares,empleo,2007,53.86,tercero
hombres,segovia,castilla y leon,paro,2007,3.37,cuarto
hombres,segovia,castilla y leon,paro,2007,4.35,tercero
hombres,segovia,castilla y leon,paro,2007,3.85,segundo
hombres,segovia,castilla y leon,paro,2007,4.91,primero
mujeres,islas baleares,islas baleares,empleo,2007,47.83,cuarto
mujeres,palencia,castilla y leon,paro,2007,8.99,segundo
mujeres,palencia,castilla y leon,paro,2007,8.58,primero
mujeres,palencia,castilla y leon,empleo,2007,38.37,cuarto
mujeres,palencia,castilla y leon,empleo,2007,38.5,tercero
mujeres,palencia,castilla y leon,empleo,2007,36.93,segundo
mujeres,palencia,castilla y leon,empleo,2007,38.32,primero
mujeres,islas baleares,islas baleares,paro,2007,11.02,primero
mujeres,islas baleares,islas baleares,paro,2007,5.72,tercero
mujeres,toledo,castilla la mancha,actividad,2007,47.82,cuarto
mujeres,las palmas,canarias,actividad,2007,53.62,tercero
mujeres,badajoz,extremadura,empleo,2007,34.68,segundo
mujeres,badajoz,extremadura,paro,2007,22.82,cuarto
mujeres,las palmas,canarias,paro,2007,13.36,cuarto
mujeres,badajoz,extremadura,actividad,2007,41.46,primero
mujeres,badajoz,extremadura,actividad,2007,42.4,segundo
mujeres,badajoz,extremadura,actividad,2007,44.04,tercero
mujeres,badajoz,extremadura,actividad,2007,42.79,cuarto
mujeres,las palmas,canarias,paro,2007,13.26,tercero
mujeres,las palmas,canarias,paro,2007,14.72,segundo
mujeres,las palmas,canarias,paro,2007,13.38,primero
hombres,sevilla,andalucia,empleo,2007,62.07,cuarto
hombres,sevilla,andalucia,empleo,2007,63.56,tercero
hombres,sevilla,andalucia,empleo,2007,63.14,segundo
hombres,sevilla,andalucia,empleo,2007,62.85,primero
mujeres,avila,castilla y leon,empleo,2007,32.05,primero
mujeres,avila,castilla y leon,empleo,2007,35.13,segundo
mujeres,badajoz,extremadura,paro,2007,19.07,tercero
mujeres,badajoz,extremadura,empleo,2007,33.65,primero
mujeres,badajoz,extremadura,paro,2007,18.22,segundo
mujeres,las palmas,canarias,actividad,2007,53.21,primero
mujeres,badajoz,extremadura,empleo,2007,35.64,tercero
hombres,sevilla,andalucia,actividad,2007,68.39,cuarto
hombres,sevilla,andalucia,actividad,2007,70.25,tercero
hombres,sevilla,andalucia,actividad,2007,69.45,segundo
hombres,sevilla,andalucia,actividad,2007,69.44,primero
mujeres,badajoz,extremadura,empleo,2007,33.03,cuarto
mujeres,teruel,aragon,paro,2007,7.52,primero
mujeres,teruel,aragon,paro,2007,6.65,segundo
mujeres,teruel,aragon,paro,2007,6.87,tercero
mujeres,teruel,aragon,paro,2007,6.45,cuarto
hombres,sevilla,andalucia,paro,2007,9.23,cuarto
hombres,sevilla,andalucia,paro,2007,9.53,tercero
hombres,sevilla,andalucia,paro,2007,9.08,segundo
hombres,sevilla,andalucia,paro,2007,9.49,primero
mujeres,las palmas,canarias,actividad,2007,53.3,segundo
mujeres,badajoz,extremadura,paro,2007,18.82,primero
mujeres,toledo,castilla la mancha,actividad,2007,45.93,tercero
mujeres,toledo,castilla la mancha,actividad,2007,45.06,segundo
mujeres,toledo,castilla la mancha,actividad,2007,44.49,primero
hombres,santa cruz de tenerife,canarias,actividad,2007,69.09,primero
mujeres,orense,galicia,actividad,2007,42.5,tercero
mujeres,orense,galicia,actividad,2007,41.14,segundo
mujeres,orense,galicia,actividad,2007,41.67,primero
mujeres,vizcaya,pais vasco,paro,2007,8.17,primero
mujeres,vizcaya,pais vasco,paro,2007,8.36,segundo
mujeres,vizcaya,pais vasco,paro,2007,9.14,tercero
mujeres,vizcaya,pais vasco,paro,2007,8.88,cuarto
mujeres,orense,galicia,paro,2007,6.89,cuarto
mujeres,orense,galicia,paro,2007,6.27,tercero
mujeres,orense,galicia,paro,2007,7.48,segundo
mujeres,orense,galicia,paro,2007,11.12,primero
hombres,santa cruz de tenerife,canarias,paro,2007,8.2,cuarto
hombres,santa cruz de tenerife,canarias,paro,2007,8.45,tercero
hombres,santa cruz de tenerife,canarias,paro,2007,6.68,segundo
hombres,santa cruz de tenerife,canarias,actividad,2007,70.12,segundo
hombres,santa cruz de tenerife,canarias,paro,2007,7.56,primero
hombres,santa cruz de tenerife,canarias,actividad,2007,69.2,tercero
mujeres,toledo,castilla la mancha,empleo,2007,42.6,cuarto
mujeres,burgos,castilla y leon,actividad,2007,46.02,segundo
mujeres,burgos,castilla y leon,actividad,2007,47.0,tercero
mujeres,burgos,castilla y leon,actividad,2007,47.1,cuarto
hombres,salamanca,castilla y leon,empleo,2007,57.68,cuarto
hombres,salamanca,castilla y leon,empleo,2007,58.33,tercero
hombres,salamanca,castilla y leon,empleo,2007,56.9,segundo
hombres,salamanca,castilla y leon,empleo,2007,56.72,primero
mujeres,vizcaya,pais vasco,empleo,2007,44.31,primero
mujeres,vizcaya,pais vasco,empleo,2007,44.32,segundo
mujeres,vizcaya,pais vasco,empleo,2007,42.72,tercero
mujeres,vizcaya,pais vasco,empleo,2007,43.79,cuarto
mujeres,orense,galicia,actividad,2007,42.76,cuarto
mujeres,toledo,castilla la mancha,empleo,2007,39.39,primero
mujeres,toledo,castilla la mancha,empleo,2007,40.38,segundo
mujeres,toledo,castilla la mancha,empleo,2007,41.34,tercero
hombres,santa cruz de tenerife,canarias,actividad,2007,68.06,cuarto
mujeres,vizcaya,pais vasco,actividad,2007,48.25,primero
mujeres,vizcaya,pais vasco,actividad,2007,48.36,segundo
mujeres,toledo,castilla la mancha,paro,2007,11.46,primero
mujeres,barcelona,cataluña,paro,2007,6.69,segundo
mujeres,barcelona,cataluña,paro,2007,8.53,tercero
mujeres,barcelona,cataluña,paro,2007,7.37,cuarto
mujeres,palencia,castilla y leon,actividad,2007,40.58,segundo
mujeres,palencia,castilla y leon,actividad,2007,41.92,primero
hombres,segovia,castilla y leon,actividad,2007,64.5,cuarto
hombres,segovia,castilla y leon,actividad,2007,66.39,tercero
hombres,segovia,castilla y leon,actividad,2007,65.77,segundo
hombres,segovia,castilla y leon,actividad,2007,66.63,primero
mujeres,barcelona,cataluña,actividad,2007,54.5,primero
mujeres,barcelona,cataluña,actividad,2007,54.1,segundo
mujeres,barcelona,cataluña,actividad,2007,54.33,tercero
mujeres,barcelona,cataluña,actividad,2007,55.19,cuarto
mujeres,palencia,castilla y leon,paro,2007,7.18,cuarto
mujeres,palencia,castilla y leon,paro,2007,8.46,tercero
mujeres,barcelona,cataluña,paro,2007,7.85,primero
mujeres,palencia,castilla y leon,actividad,2007,42.06,tercero
mujeres,palencia,castilla y leon,actividad,2007,41.34,cuarto
hombres,santa cruz de tenerife,canarias,empleo,2007,63.87,primero
mujeres,toledo,castilla la mancha,paro,2007,10.39,segundo
mujeres,toledo,castilla la mancha,paro,2007,10.0,tercero
mujeres,toledo,castilla la mancha,paro,2007,10.92,cuarto
mujeres,vizcaya,pais vasco,actividad,2007,47.02,tercero
mujeres,vizcaya,pais vasco,actividad,2007,48.06,cuarto
mujeres,orense,galicia,empleo,2007,39.81,cuarto
mujeres,orense,galicia,empleo,2007,39.83,tercero
hombres,alicante,comunidad valenciana,empleo,2007,61.78,primero
mujeres,orense,galicia,empleo,2007,38.06,segundo
mujeres,barcelona,cataluña,empleo,2007,50.22,primero
mujeres,barcelona,cataluña,empleo,2007,50.48,segundo
mujeres,barcelona,cataluña,empleo,2007,49.7,tercero
mujeres,barcelona,cataluña,empleo,2007,51.12,cuarto
hombres,santa cruz de tenerife,canarias,empleo,2007,62.48,cuarto
hombres,santa cruz de tenerife,canarias,empleo,2007,63.36,tercero
hombres,santa cruz de tenerife,canarias,empleo,2007,65.43,segundo
mujeres,orense,galicia,empleo,2007,37.04,primero
hombres,lerida,cataluña,paro,2007,2.27,segundo
hombres,asturias,asturias,paro,2007,6.89,segundo
hombres,lerida,cataluña,paro,2007,3.84,cuarto
hombres,huesca,aragon,paro,2007,3.5,cuarto
hombres,avila,castilla y leon,actividad,2007,62.67,cuarto
hombres,ciudad real,castilla la mancha,empleo,2007,63.69,primero
hombres,ciudad real,castilla la mancha,empleo,2007,64.76,segundo
hombres,cadiz,andalucia,actividad,2007,67.48,primero
hombres,ciudad real,castilla la mancha,empleo,2007,63.99,tercero
hombres,ciudad real,castilla la mancha,empleo,2007,62.54,cuarto
hombres,guipuzcoa,pais vasco,actividad,2007,68.16,primero
hombres,guipuzcoa,pais vasco,actividad,2007,69.14,segundo
hombres,cadiz,andalucia,actividad,2007,69.02,segundo
hombres,guipuzcoa,pais vasco,actividad,2007,69.54,tercero
hombres,guipuzcoa,pais vasco,actividad,2007,69.51,cuarto
hombres,leon,castilla y leon,paro,2007,5.58,primero
hombres,castellon,comunidad valenciana,empleo,2007,67.71,cuarto
hombres,castellon,comunidad valenciana,empleo,2007,69.75,tercero
hombres,huesca,aragon,empleo,2007,64.26,cuarto
hombres,leon,castilla y leon,paro,2007,4.5,segundo
hombres,huelva,andalucia,actividad,2007,66.06,primero
hombres,huelva,andalucia,actividad,2007,66.41,tercero
hombres,badajoz,extremadura,empleo,2007,58.49,primero
hombres,badajoz,extremadura,empleo,2007,58.09,segundo
hombres,huesca,aragon,actividad,2007,64.6,primero
hombres,gerona,cataluña,actividad,2007,73.22,cuarto
hombres,gerona,cataluña,actividad,2007,75.15,tercero
hombres,gerona,cataluña,actividad,2007,74.71,segundo
hombres,gerona,cataluña,actividad,2007,74.45,primero
hombres,badajoz,extremadura,empleo,2007,58.04,tercero
hombres,badajoz,extremadura,empleo,2007,58.34,cuarto
hombres,huesca,aragon,actividad,2007,66.31,segundo
hombres,huesca,aragon,actividad,2007,67.88,tercero
hombres,huesca,aragon,actividad,2007,66.59,cuarto
hombres,ciudad real,castilla la mancha,paro,2007,6.84,tercero
hombres,huesca,aragon,empleo,2007,66.41,tercero
hombres,huelva,andalucia,actividad,2007,68.68,cuarto
hombres,huelva,andalucia,actividad,2007,66.86,segundo
hombres,leon,castilla y leon,paro,2007,4.4,tercero
hombres,guipuzcoa,pais vasco,empleo,2007,64.92,primero
hombres,guipuzcoa,pais vasco,empleo,2007,66.35,segundo
hombres,granada,andalucia,paro,2007,9.97,tercero
hombres,granada,andalucia,paro,2007,10.92,cuarto
hombres,cantabria,cantabria,empleo,2007,65.05,cuarto
hombres,guipuzcoa,pais vasco,paro,2007,3.2,tercero
hombres,barcelona,cataluña,empleo,2007,68.18,primero
hombres,cuenca,castilla la mancha,paro,2007,1.8,cuarto
hombres,barcelona,cataluña,empleo,2007,68.9,tercero
hombres,castellon,comunidad valenciana,empleo,2007,68.19,segundo
hombres,castellon,comunidad valenciana,empleo,2007,67.69,primero
hombres,vizcaya,pais vasco,empleo,2007,61.85,primero
hombres,vizcaya,pais vasco,empleo,2007,61.36,segundo
hombres,badajoz,extremadura,paro,2007,10.8,primero
hombres,badajoz,extremadura,paro,2007,9.73,segundo
hombres,badajoz,extremadura,paro,2007,9.92,tercero
hombres,vizcaya,pais vasco,empleo,2007,61.35,tercero
hombres,granada,andalucia,paro,2007,7.97,segundo
hombres,granada,andalucia,paro,2007,6.65,primero
hombres,cantabria,cantabria,empleo,2007,63.86,tercero
hombres,leon,castilla y leon,empleo,2007,54.99,cuarto
hombres,guipuzcoa,pais vasco,empleo,2007,67.32,tercero
hombres,guipuzcoa,pais vasco,empleo,2007,66.25,cuarto
hombres,cadiz,andalucia,actividad,2007,68.31,tercero
hombres,cadiz,andalucia,actividad,2007,68.35,cuarto
hombres,leon,castilla y leon,paro,2007,6.13,cuarto
hombres,cantabria,cantabria,empleo,2007,62.17,primero
hombres,guipuzcoa,pais vasco,paro,2007,4.68,cuarto
hombres,ciudad real,castilla la mancha,paro,2007,5.72,cuarto
hombres,cordoba,andalucia,empleo,2007,59.65,primero
hombres,leon,castilla y leon,empleo,2007,55.83,primero
hombres,burgos,castilla y leon,empleo,2007,67.25,cuarto
hombres,burgos,castilla y leon,empleo,2007,66.48,tercero
hombres,burgos,castilla y leon,empleo,2007,64.65,segundo
hombres,burgos,castilla y leon,empleo,2007,64.31,primero
hombres,leon,castilla y leon,empleo,2007,56.19,segundo
hombres,leon,castilla y leon,empleo,2007,56.4,tercero
hombres,cantabria,cantabria,empleo,2007,63.6,segundo
hombres,jaen,andalucia,paro,2007,9.81,cuarto
hombres,huesca,aragon,empleo,2007,64.16,segundo
hombres,avila,castilla y leon,paro,2007,3.01,cuarto
hombres,vizcaya,pais vasco,actividad,2007,65.69,segundo
hombres,vizcaya,pais vasco,actividad,2007,65.6,tercero
hombres,vizcaya,pais vasco,actividad,2007,64.86,cuarto
hombres,cantabria,cantabria,actividad,2007,66.59,segundo
hombres,cordoba,andalucia,paro,2007,10.41,primero
hombres,cantabria,cantabria,actividad,2007,65.55,primero
hombres,cuenca,castilla la mancha,paro,2007,4.46,segundo
hombres,cuenca,castilla la mancha,paro,2007,2.38,primero
hombres,alava,pais vasco,empleo,2007,67.27,primero
hombres,islas baleares,islas baleares,actividad,2007,73.46,cuarto
hombres,islas baleares,islas baleares,actividad,2007,75.27,tercero
hombres,islas baleares,islas baleares,actividad,2007,74.81,segundo
hombres,islas baleares,islas baleares,empleo,2007,67.38,cuarto
hombres,islas baleares,islas baleares,empleo,2007,72.39,tercero
hombres,jaen,andalucia,actividad,2007,65.73,cuarto
hombres,castellon,comunidad valenciana,paro,2007,4.52,primero
hombres,jaen,andalucia,actividad,2007,65.67,tercero
hombres,vizcaya,pais vasco,actividad,2007,65.86,primero
hombres,burgos,castilla y leon,actividad,2007,67.07,primero
hombres,guadalajara,castilla la mancha,actividad,2007,66.15,primero
hombres,guadalajara,castilla la mancha,actividad,2007,70.6,segundo
hombres,guadalajara,castilla la mancha,actividad,2007,69.27,tercero
hombres,guadalajara,castilla la mancha,actividad,2007,68.91,cuarto
hombres,cadiz,andalucia,paro,2007,13.92,cuarto
hombres,cadiz,andalucia,paro,2007,10.06,tercero
hombres,cadiz,andalucia,paro,2007,9.49,segundo
hombres,castellon,comunidad valenciana,paro,2007,5.84,cuarto
hombres,castellon,comunidad valenciana,paro,2007,3.74,tercero
hombres,castellon,comunidad valenciana,paro,2007,4.75,segundo
hombres,cadiz,andalucia,paro,2007,10.8,primero
hombres,cantabria,cantabria,actividad,2007,67.27,cuarto
hombres,burgos,castilla y leon,actividad,2007,71.29,cuarto
hombres,burgos,castilla y leon,actividad,2007,71.12,tercero
hombres,burgos,castilla y leon,actividad,2007,67.58,segundo
hombres,cantabria,cantabria,actividad,2007,67.14,tercero
hombres,jaen,andalucia,actividad,2007,63.54,segundo
hombres,jaen,andalucia,actividad,2007,63.65,primero
hombres,cordoba,andalucia,paro,2007,9.0,segundo
hombres,granada,andalucia,empleo,2007,60.68,segundo
hombres,granada,andalucia,empleo,2007,59.12,tercero
hombres,granada,andalucia,empleo,2007,57.91,cuarto
hombres,guadalajara,castilla la mancha,empleo,2007,64.71,primero
hombres,guadalajara,castilla la mancha,empleo,2007,67.29,segundo
hombres,guadalajara,castilla la mancha,empleo,2007,67.22,tercero
hombres,guadalajara,castilla la mancha,empleo,2007,65.28,cuarto
hombres,avila,castilla y leon,paro,2007,3.92,primero
hombres,avila,castilla y leon,paro,2007,3.91,segundo
hombres,burgos,castilla y leon,paro,2007,5.66,cuarto
hombres,burgos,castilla y leon,paro,2007,6.53,tercero
hombres,burgos,castilla y leon,paro,2007,4.34,segundo
hombres,cordoba,andalucia,paro,2007,10.12,cuarto
hombres,burgos,castilla y leon,paro,2007,4.11,primero
hombres,avila,castilla y leon,paro,2007,5.62,tercero
hombres,granada,andalucia,empleo,2007,61.15,primero
hombres,coruña,galicia,empleo,2007,60.1,cuarto
hombres,coruña,galicia,empleo,2007,59.82,tercero
hombres,asturias,asturias,empleo,2007,55.69,cuarto
hombres,cordoba,andalucia,paro,2007,9.44,tercero
hombres,islas baleares,islas baleares,empleo,2007,71.81,segundo
hombres,islas baleares,islas baleares,empleo,2007,66.32,primero
hombres,islas baleares,islas baleares,actividad,2007,72.17,primero
hombres,lerida,cataluña,actividad,2007,68.86,cuarto
hombres,lerida,cataluña,actividad,2007,70.23,tercero
hombres,lerida,cataluña,actividad,2007,71.54,segundo
hombres,huesca,aragon,empleo,2007,63.52,primero
hombres,lerida,cataluña,actividad,2007,71.2,primero
hombres,avila,castilla y leon,actividad,2007,62.69,segundo
hombres,avila,castilla y leon,actividad,2007,61.08,primero
hombres,coruña,galicia,empleo,2007,57.57,primero
hombres,coruña,galicia,empleo,2007,59.73,segundo
hombres,asturias,asturias,empleo,2007,54.93,primero
hombres,asturias,asturias,empleo,2007,55.05,segundo
hombres,asturias,asturias,empleo,2007,56.59,tercero
hombres,avila,castilla y leon,actividad,2007,65.22,tercero
hombres,jaen,andalucia,paro,2007,9.8,tercero
hombres,barcelona,cataluña,empleo,2007,68.38,segundo
hombres,jaen,andalucia,paro,2007,7.5,primero
hombres,badajoz,extremadura,actividad,2007,64.43,tercero
hombres,badajoz,extremadura,actividad,2007,65.03,cuarto
hombres,cantabria,cantabria,paro,2007,5.15,primero
hombres,leon,castilla y leon,actividad,2007,58.58,cuarto
hombres,huelva,andalucia,empleo,2007,59.45,primero
hombres,huelva,andalucia,empleo,2007,61.49,segundo
hombres,jaen,andalucia,empleo,2007,59.28,cuarto
hombres,jaen,andalucia,empleo,2007,59.24,tercero
hombres,jaen,andalucia,empleo,2007,58.44,segundo
hombres,jaen,andalucia,empleo,2007,58.88,primero
hombres,alava,pais vasco,paro,2007,3.37,primero
hombres,alava,pais vasco,paro,2007,2.95,segundo
hombres,huelva,andalucia,empleo,2007,58.27,tercero
hombres,huelva,andalucia,empleo,2007,60.54,cuarto
hombres,cadiz,andalucia,empleo,2007,58.83,cuarto
hombres,badajoz,extremadura,actividad,2007,64.34,segundo
hombres,caceres,extremadura,paro,2007,10.01,cuarto
hombres,badajoz,extremadura,actividad,2007,65.57,primero
hombres,castellon,comunidad valenciana,actividad,2007,70.9,primero
hombres,vizcaya,pais vasco,paro,2007,6.07,primero
hombres,huelva,andalucia,paro,2007,11.85,cuarto
hombres,huelva,andalucia,paro,2007,12.26,tercero
hombres,huelva,andalucia,paro,2007,8.03,segundo
hombres,huelva,andalucia,paro,2007,10.0,primero
hombres,castellon,comunidad valenciana,actividad,2007,71.91,cuarto
hombres,castellon,comunidad valenciana,actividad,2007,72.46,tercero
hombres,jaen,andalucia,paro,2007,8.02,segundo
hombres,huesca,aragon,paro,2007,2.17,tercero
hombres,huesca,aragon,paro,2007,3.23,segundo
hombres,caceres,extremadura,empleo,2007,58.34,primero
hombres,caceres,extremadura,empleo,2007,57.47,segundo
hombres,caceres,extremadura,empleo,2007,58.5,tercero
hombres,caceres,extremadura,empleo,2007,57.17,cuarto
hombres,huesca,aragon,paro,2007,1.67,primero
hombres,cantabria,cantabria,paro,2007,4.49,segundo
hombres,vizcaya,pais vasco,paro,2007,6.59,segundo
hombres,ciudad real,castilla la mancha,paro,2007,5.47,segundo
hombres,ciudad real,castilla la mancha,actividad,2007,68.68,tercero
hombres,cuenca,castilla la mancha,empleo,2007,63.53,cuarto
hombres,cuenca,castilla la mancha,empleo,2007,61.89,tercero
hombres,cuenca,castilla la mancha,empleo,2007,60.57,segundo
hombres,cuenca,castilla la mancha,empleo,2007,63.3,primero
hombres,alava,pais vasco,empleo,2007,68.23,segundo
hombres,alava,pais vasco,empleo,2007,65.92,tercero
hombres,ciudad real,castilla la mancha,actividad,2007,67.16,primero
hombres,gerona,cataluña,empleo,2007,68.51,primero
hombres,gerona,cataluña,empleo,2007,70.25,segundo
hombres,gerona,cataluña,empleo,2007,70.53,tercero
hombres,gerona,cataluña,empleo,2007,68.78,cuarto
hombres,alava,pais vasco,empleo,2007,67.84,cuarto
hombres,islas baleares,islas baleares,paro,2007,3.82,tercero
hombres,islas baleares,islas baleares,paro,2007,4.01,segundo
hombres,islas baleares,islas baleares,paro,2007,8.1,primero
hombres,islas baleares,islas baleares,paro,2007,8.28,cuarto
hombres,ciudad real,castilla la mancha,actividad,2007,66.34,cuarto
hombres,cadiz,andalucia,empleo,2007,60.2,primero
hombres,asturias,asturias,paro,2007,6.8,primero
hombres,ciudad real,castilla la mancha,actividad,2007,68.51,segundo
hombres,ciudad real,castilla la mancha,paro,2007,5.17,primero
hombres,caceres,extremadura,paro,2007,6.79,tercero
hombres,caceres,extremadura,paro,2007,6.59,segundo
hombres,caceres,extremadura,paro,2007,7.41,primero
hombres,cadiz,andalucia,empleo,2007,61.44,tercero
hombres,barcelona,cataluña,paro,2007,5.34,primero
hombres,barcelona,cataluña,paro,2007,5.82,segundo
hombres,asturias,asturias,actividad,2007,58.94,primero
hombres,asturias,asturias,actividad,2007,59.13,segundo
hombres,asturias,asturias,actividad,2007,60.11,tercero
hombres,asturias,asturias,actividad,2007,59.48,cuarto
hombres,barcelona,cataluña,paro,2007,5.97,tercero
hombres,barcelona,cataluña,paro,2007,5.55,cuarto
hombres,asturias,asturias,paro,2007,6.39,cuarto
hombres,cadiz,andalucia,empleo,2007,62.47,segundo
hombres,guadalajara,castilla la mancha,paro,2007,2.18,primero
hombres,castellon,comunidad valenciana,actividad,2007,71.6,segundo
hombres,guadalajara,castilla la mancha,paro,2007,2.97,tercero
hombres,cordoba,andalucia,empleo,2007,59.68,cuarto
hombres,cordoba,andalucia,empleo,2007,61.12,tercero
hombres,caceres,extremadura,actividad,2007,61.53,segundo
hombres,guadalajara,castilla la mancha,paro,2007,4.68,segundo
hombres,caceres,extremadura,actividad,2007,63.53,cuarto
hombres,cordoba,andalucia,empleo,2007,61.26,segundo
hombres,guadalajara,castilla la mancha,paro,2007,5.26,cuarto
hombres,cuenca,castilla la mancha,actividad,2007,64.84,primero
hombres,cuenca,castilla la mancha,actividad,2007,63.4,segundo
hombres,cuenca,castilla la mancha,actividad,2007,64.24,tercero
hombres,cuenca,castilla la mancha,actividad,2007,64.69,cuarto
hombres,gerona,cataluña,paro,2007,5.97,segundo
hombres,avila,castilla y leon,empleo,2007,58.68,primero
