nivel_educativo,sexo,comunidad,año,media_poblacion,trimestre
educacion universitaria,mujeres,cataluña,2016,31.2,segundo
educacion primaria,mujeres,cataluña,2016,17.0,primero
educacion primaria,mujeres,cataluña,2016,17.1,segundo
educacion primaria,mujeres,cataluña,2016,17.1,cuarto
educacion secundaria,hombres,cataluña,2016,7.4,cuarto
educacion primaria,hombres,cataluña,2016,15.6,cuarto
educacion secundaria,hombres,cataluña,2016,7.3,segundo
educacion primaria,hombres,madrid,2016,10.0,primero
educacion primaria,hombres,madrid,2016,9.9,segundo
educacion universitaria,mujeres,baleares,2016,26.4,tercero
educacion primaria,hombres,madrid,2016,10.0,tercero
educacion primaria,hombres,madrid,2016,10.0,cuarto
educacion secundaria,hombres,la rioja,2016,8.5,cuarto
educacion secundaria,hombres,la rioja,2016,8.8,tercero
educacion universitaria,mujeres,baleares,2016,24.9,segundo
educacion secundaria,hombres,la rioja,2016,7.9,segundo
educacion secundaria,hombres,la rioja,2016,8.9,primero
primaria incompleta,hombres,aragon,2016,4.2,cuarto
primaria incompleta,hombres,aragon,2016,3.9,tercero
educacion universitaria,mujeres,baleares,2016,25.0,primero
primaria incompleta,hombres,aragon,2016,4.0,segundo
primaria incompleta,hombres,aragon,2016,4.0,primero
educacion primaria,hombres,galicia,2016,16.2,primero
educacion primaria,hombres,galicia,2016,15.8,segundo
sin estudios,hombres,melilla,2016,2.3,primero
sin estudios,hombres,melilla,2016,3.0,segundo
educacion primaria,hombres,castilla y leon,2016,17.3,primero
educacion primaria,hombres,castilla y leon,2016,17.5,segundo
educacion primaria,hombres,castilla y leon,2016,17.2,tercero
educacion primaria,hombres,castilla y leon,2016,16.9,cuarto
educacion primaria,hombres,navarra,2016,13.7,primero
educacion primaria,hombres,navarra,2016,13.8,segundo
educacion primaria,hombres,navarra,2016,14.3,tercero
educacion primaria,hombres,navarra,2016,14.8,cuarto
educacion secundaria,hombres,navarra,2016,10.7,cuarto
educacion secundaria,hombres,navarra,2016,9.9,tercero
educacion secundaria,hombres,navarra,2016,9.6,segundo
educacion secundaria,hombres,navarra,2016,10.8,primero
educacion universitaria,mujeres,baleares,2016,25.4,cuarto
educacion secundaria,mujeres,asturias,2016,7.1,cuarto
educacion secundaria,mujeres,asturias,2016,6.6,primero
educacion primaria,hombres,region de murcia,2016,14.7,segundo
educacion primaria,hombres,region de murcia,2016,14.5,tercero
educacion primaria,hombres,region de murcia,2016,12.7,cuarto
educacion secundaria,hombres,pais vasco,2016,9.5,cuarto
educacion secundaria,hombres,pais vasco,2016,10.0,tercero
educacion secundaria,hombres,pais vasco,2016,9.9,segundo
educacion secundaria,hombres,pais vasco,2016,10.2,primero
educacion secundaria,mujeres,asturias,2016,6.7,segundo
educacion secundaria,mujeres,asturias,2016,7.0,tercero
educacion primaria,hombres,region de murcia,2016,14.2,primero
educacion primaria,hombres,galicia,2016,14.8,tercero
educacion primaria,hombres,galicia,2016,14.9,cuarto
educacion secundaria,hombres,ceuta,2016,5.0,cuarto
educacion secundaria,mujeres,andalucia,2016,8.1,segundo
educacion secundaria,mujeres,andalucia,2016,7.8,primero
educacion primaria,hombres,castilla la mancha,2016,12.9,segundo
educacion primaria,hombres,castilla la mancha,2016,13.1,primero
primaria incompleta,hombres,asturias,2016,2.5,primero
sin estudios,hombres,cantabria,2016,0.4,primero
primaria incompleta,hombres,asturias,2016,2.8,segundo
primaria incompleta,hombres,asturias,2016,2.6,tercero
primaria incompleta,hombres,asturias,2016,2.6,cuarto
educacion secundaria,mujeres,andalucia,2016,8.3,tercero
sin estudios,hombres,cantabria,2016,0.3,segundo
sin estudios,hombres,melilla,2016,1.7,tercero
sin estudios,hombres,melilla,2016,1.9,cuarto
educacion secundaria,mujeres,aragon,2016,8.4,primero
educacion secundaria,mujeres,aragon,2016,8.8,segundo
educacion secundaria,mujeres,aragon,2016,9.8,tercero
educacion secundaria,mujeres,aragon,2016,9.9,cuarto
educacion primaria,hombres,cataluña,2016,15.6,segundo
educacion primaria,hombres,cataluña,2016,15.5,tercero
sin estudios,hombres,cantabria,2016,0.2,tercero
educacion primaria,hombres,cataluña,2016,15.4,primero
educacion universitaria,mujeres,cantabria,2016,31.7,cuarto
educacion secundaria,mujeres,andalucia,2016,7.8,cuarto
educacion primaria,hombres,valencia,2016,10.0,cuarto
educacion secundaria,hombres,ceuta,2016,4.6,tercero
educacion secundaria,hombres,ceuta,2016,4.1,segundo
educacion secundaria,hombres,ceuta,2016,5.3,primero
sin estudios,hombres,cantabria,2016,0.2,cuarto
educacion universitaria,mujeres,canarias,2016,24.5,primero
educacion universitaria,mujeres,canarias,2016,25.3,segundo
educacion universitaria,mujeres,canarias,2016,25.8,tercero
educacion universitaria,mujeres,canarias,2016,25.0,cuarto
educacion primaria,hombres,extremadura,2016,13.9,primero
educacion primaria,hombres,castilla la mancha,2016,13.6,tercero
educacion primaria,hombres,extremadura,2016,13.7,segundo
educacion primaria,hombres,extremadura,2016,13.7,cuarto
educacion secundaria,hombres,melilla,2016,6.0,cuarto
educacion secundaria,hombres,melilla,2016,7.0,tercero
educacion secundaria,hombres,melilla,2016,7.9,segundo
educacion secundaria,hombres,melilla,2016,4.6,primero
educacion primaria,hombres,valencia,2016,9.9,primero
educacion primaria,hombres,castilla la mancha,2016,12.7,cuarto
educacion primaria,hombres,valencia,2016,10.5,segundo
educacion primaria,hombres,valencia,2016,9.9,tercero
educacion primaria,hombres,extremadura,2016,13.7,tercero
educacion secundaria,hombres,region de murcia,2016,7.6,primero
educacion secundaria,hombres,region de murcia,2016,7.2,segundo
educacion secundaria,hombres,region de murcia,2016,7.9,tercero
educacion primaria,mujeres,andalucia,2016,12.8,tercero
educacion primaria,hombres,baleares,2016,9.1,segundo
educacion primaria,hombres,baleares,2016,9.2,primero
primaria incompleta,hombres,baleares,2016,4.3,segundo
educacion primaria,mujeres,andalucia,2016,13.2,cuarto
sin estudios,hombres,castilla y leon,2016,0.7,primero
sin estudios,hombres,castilla y leon,2016,0.7,segundo
educacion secundaria,hombres,extremadura,2016,5.8,cuarto
educacion secundaria,hombres,extremadura,2016,5.7,tercero
educacion primaria,mujeres,andalucia,2016,13.2,segundo
primaria incompleta,hombres,baleares,2016,4.1,tercero
educacion primaria,hombres,melilla,2016,15.9,primero
educacion primaria,hombres,melilla,2016,15.0,segundo
educacion primaria,hombres,melilla,2016,13.9,tercero
educacion primaria,hombres,melilla,2016,12.3,cuarto
educacion secundaria,hombres,extremadura,2016,6.2,primero
sin estudios,hombres,castilla y leon,2016,0.8,tercero
sin estudios,hombres,castilla y leon,2016,0.9,cuarto
sin estudios,hombres,ceuta,2016,1.9,cuarto
primaria incompleta,hombres,baleares,2016,4.6,cuarto
educacion secundaria,hombres,extremadura,2016,5.7,segundo
educacion secundaria,mujeres,canarias,2016,7.1,primero
educacion primaria,mujeres,andalucia,2016,13.1,primero
educacion universitaria,mujeres,castilla y leon,2016,27.8,tercero
educacion secundaria,hombres,cataluña,2016,7.4,primero
sin estudios,mujeres,melilla,2016,6.3,cuarto
sin estudios,mujeres,melilla,2016,6.4,tercero
sin estudios,mujeres,melilla,2016,6.6,segundo
sin estudios,mujeres,melilla,2016,8.6,primero
educacion primaria,mujeres,aragon,2016,18.6,primero
educacion primaria,mujeres,aragon,2016,18.2,segundo
educacion primaria,mujeres,aragon,2016,16.8,cuarto
educacion secundaria,hombres,valencia,2016,8.2,cuarto
educacion universitaria,mujeres,castilla y leon,2016,27.9,cuarto
educacion secundaria,hombres,valencia,2016,8.1,tercero
educacion secundaria,hombres,valencia,2016,8.7,primero
educacion secundaria,mujeres,cantabria,2016,9.9,primero
educacion secundaria,mujeres,cantabria,2016,9.7,segundo
educacion secundaria,mujeres,cantabria,2016,9.0,tercero
educacion secundaria,mujeres,cantabria,2016,9.7,cuarto
educacion primaria,hombres,baleares,2016,9.0,cuarto
educacion primaria,hombres,baleares,2016,9.4,tercero
educacion universitaria,mujeres,castilla y leon,2016,27.6,primero
educacion universitaria,mujeres,castilla y leon,2016,27.5,segundo
educacion secundaria,hombres,valencia,2016,8.1,segundo
educacion secundaria,hombres,cataluña,2016,7.2,tercero
educacion primaria,hombres,ceuta,2016,16.3,primero
educacion primaria,hombres,ceuta,2016,18.8,tercero
primaria incompleta,hombres,andalucia,2016,8.6,tercero
educacion primaria,hombres,canarias,2016,15.8,primero
sin estudios,hombres,aragon,2016,0.6,cuarto
primaria incompleta,hombres,andalucia,2016,9.0,segundo
primaria incompleta,hombres,andalucia,2016,9.0,primero
educacion secundaria,mujeres,baleares,2016,8.3,primero
educacion secundaria,mujeres,baleares,2016,8.5,segundo
educacion secundaria,mujeres,baleares,2016,9.0,tercero
educacion secundaria,mujeres,baleares,2016,8.4,cuarto
primaria incompleta,hombres,andalucia,2016,8.2,cuarto
educacion universitaria,mujeres,cantabria,2016,31.7,segundo
educacion primaria,hombres,cantabria,2016,12.1,cuarto
educacion primaria,hombres,cantabria,2016,12.2,tercero
educacion primaria,hombres,cantabria,2016,13.5,segundo
educacion primaria,hombres,cantabria,2016,11.8,primero
educacion primaria,hombres,pais vasco,2016,12.3,primero
educacion primaria,hombres,pais vasco,2016,11.9,segundo
educacion primaria,hombres,pais vasco,2016,11.8,tercero
educacion primaria,hombres,pais vasco,2016,12.2,cuarto
educacion secundaria,hombres,region de murcia,2016,8.0,cuarto
educacion universitaria,mujeres,cantabria,2016,31.9,tercero
educacion primaria,hombres,ceuta,2016,17.5,segundo
educacion secundaria,hombres,madrid,2016,5.3,primero
educacion secundaria,hombres,madrid,2016,4.7,tercero
educacion primaria,hombres,ceuta,2016,18.9,cuarto
educacion secundaria,hombres,galicia,2016,7.5,cuarto
educacion secundaria,hombres,galicia,2016,7.9,tercero
educacion secundaria,mujeres,canarias,2016,6.8,segundo
educacion secundaria,mujeres,canarias,2016,6.8,tercero
educacion secundaria,hombres,galicia,2016,7.3,segundo
educacion secundaria,hombres,galicia,2016,7.3,primero
educacion secundaria,mujeres,canarias,2016,7.4,cuarto
educacion primaria,hombres,canarias,2016,14.4,cuarto
educacion secundaria,hombres,madrid,2016,5.0,segundo
educacion universitaria,mujeres,cantabria,2016,30.4,primero
sin estudios,hombres,ceuta,2016,1.5,segundo
sin estudios,hombres,ceuta,2016,0.9,primero
educacion primaria,hombres,canarias,2016,13.7,tercero
educacion primaria,hombres,canarias,2016,14.6,segundo
educacion primaria,hombres,la rioja,2016,18.7,primero
educacion primaria,hombres,la rioja,2016,18.3,segundo
educacion primaria,hombres,la rioja,2016,16.8,tercero
educacion primaria,hombres,la rioja,2016,14.8,cuarto
educacion secundaria,hombres,madrid,2016,4.7,cuarto
sin estudios,hombres,ceuta,2016,2.8,tercero
educacion primaria,mujeres,aragon,2016,17.3,tercero
sin estudios,mujeres,navarra,2016,1.1,segundo
educacion secundaria,mujeres,la rioja,2016,11.1,segundo
educacion primaria,mujeres,baleares,2016,29.6,cuarto
educacion secundaria,hombres,valencia,2016,14.0,cuarto
educacion secundaria,hombres,valencia,2016,13.3,tercero
educacion secundaria,hombres,valencia,2016,12.7,segundo
educacion secundaria,hombres,valencia,2016,12.9,primero
educacion universitaria,mujeres,pais vasco,2016,35.1,primero
educacion universitaria,mujeres,pais vasco,2016,36.1,segundo
educacion universitaria,mujeres,pais vasco,2016,37.0,tercero
sin estudios,hombres,extremadura,2016,1.9,tercero
sin estudios,hombres,extremadura,2016,1.7,cuarto
educacion universitaria,mujeres,pais vasco,2016,36.4,cuarto
educacion primaria,mujeres,asturias,2016,18.3,primero
educacion primaria,mujeres,asturias,2016,18.7,segundo
educacion primaria,mujeres,asturias,2016,19.4,tercero
educacion primaria,mujeres,asturias,2016,20.7,cuarto
educacion secundaria,hombres,extremadura,2016,11.0,cuarto
educacion secundaria,hombres,extremadura,2016,10.3,tercero
educacion secundaria,hombres,extremadura,2016,10.8,segundo
educacion secundaria,hombres,extremadura,2016,9.7,primero
educacion primaria,mujeres,aragon,2016,24.1,primero
educacion primaria,mujeres,aragon,2016,24.8,segundo
educacion primaria,mujeres,aragon,2016,24.1,tercero
educacion primaria,mujeres,aragon,2016,24.3,cuarto
educacion primaria,mujeres,baleares,2016,29.3,tercero
educacion secundaria,hombres,galicia,2016,11.4,cuarto
educacion primaria,mujeres,baleares,2016,30.7,segundo
sin estudios,hombres,extremadura,2016,1.7,segundo
educacion secundaria,hombres,castilla y leon,2016,12.6,primero
educacion universitaria,mujeres,la rioja,2016,31.0,cuarto
educacion primaria,mujeres,cantabria,2016,26.5,primero
educacion primaria,mujeres,cantabria,2016,25.4,segundo
educacion primaria,mujeres,cantabria,2016,25.7,tercero
educacion primaria,mujeres,cantabria,2016,25.7,cuarto
educacion secundaria,hombres,castilla la mancha,2016,12.3,cuarto
educacion secundaria,hombres,castilla la mancha,2016,11.8,tercero
educacion secundaria,hombres,castilla la mancha,2016,12.5,segundo
educacion secundaria,hombres,castilla la mancha,2016,12.9,primero
sin estudios,mujeres,cataluña,2016,1.8,cuarto
sin estudios,mujeres,cataluña,2016,2.0,tercero
sin estudios,mujeres,cataluña,2016,2.0,segundo
sin estudios,mujeres,cataluña,2016,2.1,primero
educacion primaria,mujeres,canarias,2016,26.8,primero
educacion primaria,mujeres,canarias,2016,26.3,segundo
educacion primaria,mujeres,canarias,2016,25.9,tercero
educacion primaria,mujeres,canarias,2016,27.0,cuarto
educacion secundaria,hombres,cataluña,2016,14.0,cuarto
educacion secundaria,hombres,cataluña,2016,14.0,tercero
educacion secundaria,hombres,cataluña,2016,13.8,segundo
educacion secundaria,hombres,cataluña,2016,13.7,primero
sin estudios,hombres,extremadura,2016,1.5,primero
educacion primaria,mujeres,baleares,2016,30.9,primero
educacion secundaria,hombres,galicia,2016,11.5,tercero
educacion secundaria,hombres,galicia,2016,11.7,segundo
educacion secundaria,hombres,galicia,2016,11.7,primero
educacion secundaria,hombres,navarra,2016,11.6,cuarto
educacion secundaria,hombres,navarra,2016,11.9,tercero
educacion secundaria,hombres,navarra,2016,13.4,segundo
educacion secundaria,hombres,navarra,2016,14.3,primero
educacion universitaria,mujeres,navarra,2016,33.6,primero
educacion universitaria,mujeres,navarra,2016,36.1,segundo
educacion universitaria,mujeres,navarra,2016,36.7,tercero
educacion universitaria,mujeres,navarra,2016,36.6,cuarto
educacion primaria,hombres,la rioja,2016,31.4,primero
educacion primaria,hombres,la rioja,2016,32.5,segundo
educacion primaria,hombres,la rioja,2016,32.8,tercero
educacion primaria,hombres,la rioja,2016,34.6,cuarto
educacion secundaria,hombres,pais vasco,2016,12.6,cuarto
educacion secundaria,hombres,pais vasco,2016,12.1,tercero
educacion secundaria,hombres,pais vasco,2016,12.1,segundo
educacion secundaria,hombres,pais vasco,2016,12.1,primero
educacion primaria,hombres,pais vasco,2016,24.9,primero
educacion primaria,hombres,pais vasco,2016,25.1,segundo
educacion primaria,hombres,pais vasco,2016,24.9,tercero
educacion primaria,hombres,pais vasco,2016,25.2,cuarto
educacion secundaria,hombres,la rioja,2016,13.0,cuarto
educacion secundaria,hombres,la rioja,2016,13.4,tercero
educacion secundaria,hombres,la rioja,2016,12.2,segundo
educacion primaria,hombres,ceuta,2016,31.2,cuarto
educacion primaria,hombres,ceuta,2016,31.7,tercero
educacion primaria,hombres,ceuta,2016,30.9,segundo
educacion primaria,hombres,ceuta,2016,28.0,primero
educacion primaria,mujeres,andalucia,2016,28.8,primero
educacion primaria,mujeres,andalucia,2016,28.9,segundo
educacion primaria,mujeres,andalucia,2016,28.8,tercero
educacion primaria,mujeres,andalucia,2016,29.6,cuarto
educacion secundaria,hombres,madrid,2016,19.9,cuarto
educacion secundaria,hombres,madrid,2016,19.8,tercero
educacion secundaria,hombres,madrid,2016,18.9,segundo
educacion secundaria,hombres,madrid,2016,17.8,primero
sin estudios,mujeres,valencia,2016,2.6,cuarto
sin estudios,mujeres,valencia,2016,2.6,tercero
sin estudios,mujeres,valencia,2016,2.3,segundo
educacion secundaria,hombres,castilla y leon,2016,12.7,segundo
sin estudios,hombres,region de murcia,2016,2.1,cuarto
educacion primaria,hombres,melilla,2016,29.4,primero
educacion primaria,hombres,melilla,2016,29.5,segundo
educacion primaria,hombres,melilla,2016,29.3,tercero
educacion primaria,hombres,melilla,2016,29.4,cuarto
educacion secundaria,hombres,region de murcia,2016,13.4,cuarto
educacion secundaria,hombres,region de murcia,2016,13.0,tercero
educacion secundaria,hombres,region de murcia,2016,13.1,segundo
educacion secundaria,hombres,region de murcia,2016,13.0,primero
sin estudios,hombres,region de murcia,2016,2.5,tercero
sin estudios,hombres,region de murcia,2016,3.3,segundo
sin estudios,hombres,region de murcia,2016,2.9,primero
sin estudios,mujeres,valencia,2016,2.3,primero
educacion secundaria,hombres,castilla y leon,2016,12.6,tercero
educacion secundaria,hombres,castilla y leon,2016,12.5,cuarto
educacion primaria,mujeres,castilla y leon,2016,25.5,cuarto
educacion primaria,mujeres,melilla,2016,22.0,primero
sin estudios,hombres,galicia,2016,0.8,segundo
sin estudios,hombres,galicia,2016,0.7,tercero
sin estudios,hombres,galicia,2016,0.8,cuarto
educacion primaria,mujeres,region de murcia,2016,28.9,primero
educacion primaria,mujeres,region de murcia,2016,28.8,segundo
educacion primaria,mujeres,region de murcia,2016,31.1,tercero
educacion primaria,mujeres,region de murcia,2016,31.9,cuarto
educacion secundaria,hombres,andalucia,2016,12.2,cuarto
educacion secundaria,hombres,andalucia,2016,12.4,tercero
educacion secundaria,hombres,andalucia,2016,12.6,segundo
educacion secundaria,hombres,andalucia,2016,12.3,primero
sin estudios,mujeres,castilla y leon,2016,1.0,cuarto
sin estudios,mujeres,castilla y leon,2016,1.0,tercero
sin estudios,mujeres,castilla y leon,2016,1.2,segundo
sin estudios,mujeres,castilla y leon,2016,1.2,primero
educacion primaria,mujeres,madrid,2016,21.0,primero
educacion primaria,mujeres,madrid,2016,21.1,segundo
educacion primaria,mujeres,madrid,2016,20.5,tercero
educacion primaria,mujeres,madrid,2016,20.8,cuarto
educacion secundaria,hombres,aragon,2016,15.2,cuarto
educacion secundaria,hombres,aragon,2016,14.8,tercero
educacion secundaria,hombres,aragon,2016,15.3,segundo
educacion primaria,mujeres,melilla,2016,23.7,segundo
educacion primaria,mujeres,melilla,2016,23.1,tercero
educacion primaria,mujeres,melilla,2016,22.6,cuarto
educacion primaria,mujeres,navarra,2016,22.2,cuarto
educacion primaria,mujeres,la rioja,2016,28.1,cuarto
educacion primaria,mujeres,la rioja,2016,27.0,tercero
educacion primaria,mujeres,la rioja,2016,24.3,segundo
educacion primaria,mujeres,la rioja,2016,23.9,primero
sin estudios,mujeres,cantabria,2016,0.5,primero
sin estudios,mujeres,cantabria,2016,0.4,segundo
sin estudios,mujeres,cantabria,2016,0.3,tercero
sin estudios,mujeres,cantabria,2016,0.7,cuarto
educacion universitaria,mujeres,melilla,2016,21.5,primero
educacion universitaria,mujeres,melilla,2016,18.4,segundo
educacion universitaria,mujeres,melilla,2016,20.9,tercero
educacion secundaria,hombres,aragon,2016,15.3,primero
educacion primaria,mujeres,pais vasco,2016,22.9,primero
educacion primaria,mujeres,pais vasco,2016,21.8,tercero
educacion primaria,mujeres,pais vasco,2016,22.4,cuarto
educacion primaria,mujeres,ceuta,2016,30.8,cuarto
educacion primaria,mujeres,ceuta,2016,31.3,tercero
educacion primaria,mujeres,ceuta,2016,30.7,segundo
educacion primaria,mujeres,ceuta,2016,29.7,primero
educacion universitaria,mujeres,melilla,2016,23.5,cuarto
sin estudios,hombres,galicia,2016,0.8,primero
educacion primaria,mujeres,navarra,2016,21.7,primero
educacion primaria,mujeres,navarra,2016,21.1,segundo
educacion primaria,mujeres,navarra,2016,21.8,tercero
educacion primaria,mujeres,pais vasco,2016,22.2,segundo
educacion secundaria,hombres,la rioja,2016,12.2,primero
educacion primaria,mujeres,galicia,2016,26.5,primero
educacion primaria,mujeres,galicia,2016,27.1,tercero
educacion primaria,mujeres,cataluña,2016,23.8,tercero
educacion primaria,mujeres,cataluña,2016,23.9,cuarto
educacion secundaria,hombres,canarias,2016,16.0,tercero
educacion secundaria,hombres,canarias,2016,16.1,segundo
educacion secundaria,hombres,canarias,2016,16.0,primero
sin estudios,mujeres,castilla la mancha,2016,3.2,cuarto
sin estudios,mujeres,castilla la mancha,2016,3.1,tercero
sin estudios,mujeres,castilla la mancha,2016,3.4,segundo
sin estudios,mujeres,castilla la mancha,2016,3.2,primero
educacion primaria,mujeres,castilla la mancha,2016,29.9,primero
educacion primaria,mujeres,castilla la mancha,2016,29.7,segundo
educacion primaria,mujeres,castilla la mancha,2016,29.4,tercero
educacion primaria,mujeres,castilla la mancha,2016,29.3,cuarto
educacion secundaria,hombres,cantabria,2016,12.8,cuarto
educacion secundaria,hombres,cantabria,2016,14.3,tercero
educacion secundaria,hombres,cantabria,2016,14.7,segundo
educacion secundaria,hombres,cantabria,2016,13.3,primero
educacion universitaria,mujeres,la rioja,2016,30.3,primero
educacion universitaria,mujeres,la rioja,2016,31.0,segundo
educacion universitaria,mujeres,la rioja,2016,30.7,tercero
educacion primaria,mujeres,castilla y leon,2016,25.9,primero
educacion primaria,mujeres,castilla y leon,2016,25.4,segundo
educacion primaria,mujeres,castilla y leon,2016,26.0,tercero
educacion primaria,mujeres,cataluña,2016,23.8,segundo
educacion primaria,mujeres,cataluña,2016,24.5,primero
sin estudios,hombres,madrid,2016,0.6,primero
sin estudios,hombres,madrid,2016,0.4,segundo
educacion primaria,mujeres,galicia,2016,27.2,cuarto
educacion secundaria,hombres,asturias,2016,12.0,cuarto
educacion secundaria,hombres,asturias,2016,12.6,tercero
educacion secundaria,hombres,asturias,2016,13.6,segundo
educacion secundaria,hombres,asturias,2016,14.4,primero
educacion universitaria,mujeres,ceuta,2016,24.9,primero
educacion universitaria,mujeres,ceuta,2016,21.9,segundo
educacion universitaria,mujeres,ceuta,2016,20.6,tercero
educacion universitaria,mujeres,ceuta,2016,21.4,cuarto
educacion primaria,mujeres,extremadura,2016,33.1,primero
educacion primaria,mujeres,extremadura,2016,31.6,segundo
educacion primaria,mujeres,galicia,2016,26.6,segundo
educacion primaria,mujeres,extremadura,2016,31.9,tercero
educacion secundaria,hombres,baleares,2016,16.2,cuarto
educacion secundaria,hombres,baleares,2016,17.7,tercero
educacion primaria,mujeres,valencia,2016,31.3,primero
educacion primaria,mujeres,valencia,2016,31.0,segundo
educacion primaria,mujeres,valencia,2016,30.7,tercero
educacion primaria,mujeres,valencia,2016,31.1,cuarto
educacion secundaria,hombres,baleares,2016,17.0,segundo
educacion secundaria,hombres,baleares,2016,16.4,primero
educacion secundaria,hombres,canarias,2016,16.5,cuarto
sin estudios,hombres,madrid,2016,0.5,cuarto
sin estudios,hombres,madrid,2016,0.4,tercero
educacion primaria,mujeres,extremadura,2016,31.7,cuarto
sin estudios,mujeres,extremadura,2016,3.7,cuarto
sin estudios,mujeres,extremadura,2016,3.6,tercero
sin estudios,mujeres,extremadura,2016,3.5,segundo
sin estudios,hombres,cataluña,2016,1.0,segundo
sin estudios,hombres,cataluña,2016,1.1,tercero
sin estudios,hombres,cataluña,2016,1.0,cuarto
educacion primaria,hombres,aragon,2016,27.6,primero
educacion primaria,hombres,aragon,2016,27.3,segundo
educacion primaria,hombres,aragon,2016,26.4,tercero
educacion primaria,hombres,aragon,2016,27.5,cuarto
educacion secundaria,mujeres,extremadura,2016,9.6,cuarto
educacion secundaria,mujeres,extremadura,2016,8.9,tercero
educacion secundaria,mujeres,extremadura,2016,9.3,segundo
educacion secundaria,mujeres,extremadura,2016,9.1,primero
educacion universitaria,mujeres,extremadura,2016,20.6,primero
educacion universitaria,mujeres,extremadura,2016,21.2,segundo
educacion primaria,hombres,andalucia,2016,34.1,primero
educacion primaria,hombres,andalucia,2016,33.8,segundo
educacion primaria,hombres,andalucia,2016,34.3,tercero
educacion primaria,hombres,andalucia,2016,34.8,cuarto
educacion secundaria,mujeres,galicia,2016,10.3,cuarto
educacion secundaria,mujeres,galicia,2016,10.2,tercero
educacion secundaria,mujeres,galicia,2016,10.4,segundo
educacion secundaria,mujeres,galicia,2016,10.0,primero
educacion universitaria,mujeres,extremadura,2016,21.4,tercero
educacion universitaria,mujeres,extremadura,2016,21.2,cuarto
sin estudios,hombres,cataluña,2016,1.0,primero
educacion secundaria,mujeres,valencia,2016,12.6,primero
educacion secundaria,mujeres,valencia,2016,12.6,segundo
educacion secundaria,mujeres,valencia,2016,12.3,tercero
educacion primaria,hombres,canarias,2016,30.4,tercero
educacion primaria,hombres,canarias,2016,30.8,cuarto
educacion secundaria,mujeres,castilla la mancha,2016,11.8,cuarto
educacion secundaria,mujeres,castilla la mancha,2016,11.6,tercero
educacion secundaria,mujeres,castilla la mancha,2016,12.1,segundo
educacion secundaria,mujeres,castilla la mancha,2016,11.9,primero
educacion universitaria,mujeres,galicia,2016,28.0,cuarto
educacion primaria,hombres,baleares,2016,37.6,primero
educacion primaria,hombres,baleares,2016,37.9,segundo
educacion primaria,hombres,baleares,2016,35.9,tercero
educacion primaria,hombres,baleares,2016,36.0,cuarto
educacion primaria,mujeres,melilla,2016,16.7,primero
educacion secundaria,mujeres,cataluña,2016,12.6,cuarto
educacion secundaria,mujeres,cataluña,2016,11.9,segundo
educacion secundaria,mujeres,cataluña,2016,11.5,primero
sin estudios,mujeres,region de murcia,2016,4.4,cuarto
sin estudios,mujeres,region de murcia,2016,4.8,tercero
sin estudios,mujeres,region de murcia,2016,4.2,segundo
sin estudios,mujeres,region de murcia,2016,4.5,primero
educacion primaria,hombres,asturias,2016,23.7,primero
educacion primaria,hombres,asturias,2016,23.7,segundo
educacion primaria,hombres,asturias,2016,24.1,tercero
educacion primaria,hombres,asturias,2016,25.2,cuarto
educacion secundaria,mujeres,valencia,2016,12.5,cuarto
educacion secundaria,mujeres,cataluña,2016,12.2,tercero
educacion primaria,hombres,canarias,2016,29.8,segundo
educacion primaria,mujeres,melilla,2016,16.9,segundo
educacion primaria,mujeres,melilla,2016,18.2,cuarto
educacion secundaria,mujeres,navarra,2016,12.0,cuarto
educacion secundaria,mujeres,navarra,2016,11.9,tercero
educacion secundaria,mujeres,navarra,2016,12.5,segundo
educacion secundaria,mujeres,navarra,2016,13.0,primero
educacion universitaria,mujeres,valencia,2016,26.7,primero
educacion primaria,mujeres,navarra,2016,18.8,primero
educacion primaria,mujeres,navarra,2016,18.0,segundo
educacion primaria,mujeres,navarra,2016,17.3,tercero
educacion primaria,mujeres,navarra,2016,16.8,cuarto
educacion secundaria,mujeres,pais vasco,2016,11.4,cuarto
educacion secundaria,mujeres,pais vasco,2016,11.1,tercero
educacion secundaria,mujeres,pais vasco,2016,11.6,segundo
educacion secundaria,mujeres,pais vasco,2016,11.3,primero
sin estudios,mujeres,pais vasco,2016,0.8,cuarto
sin estudios,mujeres,pais vasco,2016,0.8,tercero
sin estudios,mujeres,pais vasco,2016,0.9,segundo
sin estudios,mujeres,pais vasco,2016,0.7,primero
educacion primaria,mujeres,region de murcia,2016,13.9,primero
educacion primaria,mujeres,region de murcia,2016,13.0,segundo
educacion primaria,mujeres,region de murcia,2016,11.4,tercero
educacion primaria,mujeres,region de murcia,2016,11.8,cuarto
educacion secundaria,mujeres,la rioja,2016,11.5,cuarto
educacion secundaria,mujeres,la rioja,2016,11.1,tercero
educacion primaria,mujeres,pais vasco,2016,17.7,cuarto
educacion primaria,mujeres,pais vasco,2016,18.5,tercero
educacion primaria,mujeres,pais vasco,2016,18.9,segundo
educacion primaria,mujeres,pais vasco,2016,19.4,primero
educacion secundaria,mujeres,madrid,2016,18.7,cuarto
sin estudios,hombres,pais vasco,2016,0.4,cuarto
sin estudios,hombres,pais vasco,2016,0.4,tercero
sin estudios,hombres,pais vasco,2016,0.5,segundo
educacion primaria,mujeres,ceuta,2016,16.3,primero
