Nivel de formación alcanzado	Sexo	Comunidades y Ciudades Autónomas	Periodo	Total
Educación primaria	Mujeres	12 Galicia	2018T3	16,4
Educación primaria	Mujeres	12 Galicia	2018T2	16,7
Educación primaria	Mujeres	12 Galicia	2018T1	17,0
Educación primaria	Mujeres	12 Galicia	2017T4	16,9
Educación primaria	Mujeres	12 Galicia	2017T3	17,4
Educación primaria	Mujeres	12 Galicia	2017T2	17,7
Educación primaria	Mujeres	12 Galicia	2017T1	17,3
Educación primaria	Mujeres	12 Galicia	2016T4	16,9
Educación primaria	Mujeres	12 Galicia	2016T3	17,5
Educación primaria	Mujeres	12 Galicia	2016T2	18,2
Educación primaria	Mujeres	12 Galicia	2016T1	18,6
Educación primaria	Mujeres	12 Galicia	2015T4	18,6
Educación primaria	Mujeres	12 Galicia	2015T3	19,1
Educación primaria	Mujeres	12 Galicia	2015T2	20,3
Educación primaria	Mujeres	12 Galicia	2015T1	20,6
Educación primaria	Mujeres	12 Galicia	2014T4	21,1
Educación primaria	Mujeres	12 Galicia	2014T3	20,9
Educación primaria	Mujeres	12 Galicia	2014T2	21,4
Educación primaria	Mujeres	12 Galicia	2014T1	22,3
Educación primaria	Mujeres	13 Madrid, Comunidad de	2023T3	11,7
Educación primaria	Mujeres	13 Madrid, Comunidad de	2023T2	12,5
Educación primaria	Mujeres	13 Madrid, Comunidad de	2023T1	12,8
Educación primaria	Mujeres	13 Madrid, Comunidad de	2022T4	12,8
Educación primaria	Mujeres	13 Madrid, Comunidad de	2022T3	11,4
Educación primaria	Mujeres	13 Madrid, Comunidad de	2022T2	10,6
Educación primaria	Mujeres	13 Madrid, Comunidad de	2022T1	10,6
Educación primaria	Mujeres	13 Madrid, Comunidad de	2021T4	10,0
Educación primaria	Mujeres	13 Madrid, Comunidad de	2021T3	10,4
Educación primaria	Mujeres	13 Madrid, Comunidad de	2021T2	10,0
Educación primaria	Mujeres	13 Madrid, Comunidad de	2021T1	9,7
Educación primaria	Mujeres	13 Madrid, Comunidad de	2020T4	9,4
Educación primaria	Mujeres	13 Madrid, Comunidad de	2020T3	10,0
Educación primaria	Mujeres	13 Madrid, Comunidad de	2020T2	10,7
Educación primaria	Mujeres	13 Madrid, Comunidad de	2020T1	11,0
Educación primaria	Mujeres	13 Madrid, Comunidad de	2019T4	10,9
Educación primaria	Mujeres	13 Madrid, Comunidad de	2019T3	10,8
Educación primaria	Mujeres	13 Madrid, Comunidad de	2019T2	10,6
Educación primaria	Mujeres	13 Madrid, Comunidad de	2019T1	10,6
Educación primaria	Mujeres	13 Madrid, Comunidad de	2018T4	11,0
Educación primaria	Mujeres	13 Madrid, Comunidad de	2018T3	11,1
Educación primaria	Mujeres	13 Madrid, Comunidad de	2018T2	11,6
Educación primaria	Mujeres	13 Madrid, Comunidad de	2018T1	11,7
Educación primaria	Mujeres	13 Madrid, Comunidad de	2017T4	11,6
Educación primaria	Mujeres	13 Madrid, Comunidad de	2017T3	11,8
Educación primaria	Mujeres	13 Madrid, Comunidad de	2017T2	11,1
Educación primaria	Mujeres	13 Madrid, Comunidad de	2017T1	11,6
Educación primaria	Mujeres	13 Madrid, Comunidad de	2016T4	12,3
Educación primaria	Mujeres	13 Madrid, Comunidad de	2016T3	12,4
Educación primaria	Mujeres	13 Madrid, Comunidad de	2016T2	12,9
Educación primaria	Mujeres	13 Madrid, Comunidad de	2016T1	12,8
Educación primaria	Mujeres	13 Madrid, Comunidad de	2015T4	11,9
Educación primaria	Mujeres	13 Madrid, Comunidad de	2015T3	11,8
Educación primaria	Mujeres	13 Madrid, Comunidad de	2015T2	11,5
Educación primaria	Mujeres	13 Madrid, Comunidad de	2015T1	11,7
Educación primaria	Mujeres	13 Madrid, Comunidad de	2014T4	11,2
Educación primaria	Mujeres	13 Madrid, Comunidad de	2014T3	11,1
Educación primaria	Mujeres	13 Madrid, Comunidad de	2014T2	12,7
Educación primaria	Mujeres	13 Madrid, Comunidad de	2014T1	12,2
Educación primaria	Mujeres	14 Murcia, Región de	2023T3	8,9
Educación primaria	Mujeres	14 Murcia, Región de	2023T2	8,4
Educación primaria	Mujeres	14 Murcia, Región de	2023T1	7,9
Educación primaria	Mujeres	14 Murcia, Región de	2022T4	8,3
Educación primaria	Mujeres	14 Murcia, Región de	2022T3	8,8
Educación primaria	Mujeres	14 Murcia, Región de	2022T2	8,6
Educación primaria	Mujeres	14 Murcia, Región de	2022T1	8,8
Educación primaria	Mujeres	14 Murcia, Región de	2021T4	9,5
Educación primaria	Mujeres	14 Murcia, Región de	2021T3	8,9
Educación primaria	Mujeres	14 Murcia, Región de	2021T2	8,3
Educación primaria	Mujeres	14 Murcia, Región de	2021T1	9,3
Educación primaria	Mujeres	14 Murcia, Región de	2020T4	10,0
Educación primaria	Mujeres	14 Murcia, Región de	2020T3	10,4
Educación primaria	Mujeres	14 Murcia, Región de	2020T2	9,3
Educación primaria	Mujeres	14 Murcia, Región de	2020T1	10,4
Educación primaria	Mujeres	14 Murcia, Región de	2019T4	10,0
Educación primaria	Mujeres	14 Murcia, Región de	2019T3	10,4
Educación primaria	Mujeres	14 Murcia, Región de	2019T2	10,4
Educación primaria	Mujeres	14 Murcia, Región de	2019T1	9,8
Educación primaria	Mujeres	14 Murcia, Región de	2018T4	10,0
Educación primaria	Mujeres	14 Murcia, Región de	2018T3	9,3
Educación primaria	Mujeres	14 Murcia, Región de	2018T2	9,5
Educación primaria	Mujeres	14 Murcia, Región de	2018T1	11,5
Educación primaria	Mujeres	14 Murcia, Región de	2017T4	12,0
Educación primaria	Mujeres	14 Murcia, Región de	2017T3	11,5
Educación primaria	Mujeres	14 Murcia, Región de	2017T2	13,1
Educación primaria	Mujeres	14 Murcia, Región de	2017T1	12,8
Educación primaria	Mujeres	14 Murcia, Región de	2016T4	11,8
Educación primaria	Mujeres	14 Murcia, Región de	2016T3	11,4
Educación primaria	Mujeres	14 Murcia, Región de	2016T2	13,0
Educación primaria	Mujeres	14 Murcia, Región de	2016T1	13,9
Educación primaria	Mujeres	14 Murcia, Región de	2015T4	12,5
Educación primaria	Mujeres	14 Murcia, Región de	2015T3	11,9
Educación primaria	Mujeres	14 Murcia, Región de	2015T2	13,9
Educación primaria	Mujeres	14 Murcia, Región de	2015T1	14,1
Educación primaria	Mujeres	14 Murcia, Región de	2014T4	14,4
Educación primaria	Mujeres	14 Murcia, Región de	2014T3	14,9
Educación primaria	Mujeres	14 Murcia, Región de	2014T2	14,8
Educación primaria	Mujeres	14 Murcia, Región de	2014T1	15,2
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2023T3	14,2
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2023T2	13,7
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2023T1	13,5
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2022T4	12,6
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2022T3	13,5
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2022T2	14,0
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2022T1	13,6
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2021T4	13,8
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2021T3	14,4
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2021T2	13,5
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2021T1	13,0
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2020T4	14,2
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2020T3	13,2
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2020T2	13,9
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2020T1	15,7
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2019T4	15,4
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2019T3	16,5
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2019T2	16,5
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2019T1	18,3
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2018T4	18,4
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2018T3	19,2
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2018T2	19,3
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2018T1	19,0
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2017T4	19,0
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2017T3	17,2
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2017T2	17,5
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2017T1	18,4
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2016T4	16,8
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2016T3	17,3
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2016T2	18,0
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2016T1	18,8
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2015T4	18,6
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2015T3	19,8
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2015T2	18,9
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2015T1	19,1
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2014T4	18,9
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2014T3	18,6
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2014T2	17,8
Educación primaria	Mujeres	15 Navarra, Comunidad Foral de	2014T1	19,2
Educación primaria	Mujeres	16 País Vasco	2023T3	11,9
Educación primaria	Mujeres	16 País Vasco	2023T2	11,7
Educación primaria	Mujeres	16 País Vasco	2023T1	12,8
Educación primaria	Mujeres	16 País Vasco	2022T4	13,3
Educación primaria	Mujeres	16 País Vasco	2022T3	13,4
Educación primaria	Mujeres	16 País Vasco	2022T2	13,6
Educación primaria	Mujeres	16 País Vasco	2022T1	13,3
Educación primaria	Mujeres	16 País Vasco	2021T4	13,1
Educación primaria	Mujeres	16 País Vasco	2021T3	12,4
Educación primaria	Mujeres	16 País Vasco	2021T2	12,5
Educación primaria	Mujeres	16 País Vasco	2021T1	12,3
Educación primaria	Mujeres	16 País Vasco	2020T4	13,0
Educación primaria	Mujeres	16 País Vasco	2020T3	13,3
Educación primaria	Mujeres	16 País Vasco	2020T2	14,2
Educación primaria	Mujeres	16 País Vasco	2020T1	15,6
Educación primaria	Mujeres	16 País Vasco	2019T4	15,6
Educación primaria	Mujeres	16 País Vasco	2019T3	16,3
Educación primaria	Mujeres	16 País Vasco	2019T2	16,0
Educación primaria	Mujeres	16 País Vasco	2019T1	17,3
Educación primaria	Mujeres	16 País Vasco	2018T4	17,9
Educación primaria	Mujeres	16 País Vasco	2018T3	18,1
Educación primaria	Mujeres	16 País Vasco	2018T2	18,0
Educación primaria	Mujeres	16 País Vasco	2018T1	18,3
Educación primaria	Mujeres	16 País Vasco	2017T4	18,3
Educación primaria	Mujeres	16 País Vasco	2017T3	17,3
Educación primaria	Mujeres	16 País Vasco	2017T2	17,4
Educación primaria	Mujeres	16 País Vasco	2017T1	17,9
Educación primaria	Mujeres	16 País Vasco	2016T4	17,7
Educación primaria	Mujeres	16 País Vasco	2016T3	18,5
Educación primaria	Mujeres	16 País Vasco	2016T2	18,9
Educación primaria	Mujeres	16 País Vasco	2016T1	19,4
Educación primaria	Mujeres	16 País Vasco	2015T4	19,5
Educación primaria	Mujeres	16 País Vasco	2015T3	19,3
Educación primaria	Mujeres	16 País Vasco	2015T2	18,8
Educación primaria	Mujeres	16 País Vasco	2015T1	19,6
Educación primaria	Mujeres	16 País Vasco	2014T4	20,8
Educación primaria	Mujeres	16 País Vasco	2014T3	20,6
Educación primaria	Mujeres	16 País Vasco	2014T2	21,1
Educación primaria	Mujeres	16 País Vasco	2014T1	22,2
Educación primaria	Mujeres	17 Rioja, La	2023T3	5,7
Educación primaria	Mujeres	17 Rioja, La	2023T2	6,1
Educación primaria	Mujeres	17 Rioja, La	2023T1	6,2
Educación primaria	Mujeres	17 Rioja, La	2022T4	5,3
Educación primaria	Mujeres	17 Rioja, La	2022T3	6,2
Educación primaria	Mujeres	17 Rioja, La	2022T2	6,2
Educación primaria	Mujeres	17 Rioja, La	2022T1	7,3
Educación primaria	Mujeres	17 Rioja, La	2021T4	8,1
Educación primaria	Mujeres	17 Rioja, La	2021T3	9,2
Educación primaria	Mujeres	17 Rioja, La	2021T2	10,1
Educación primaria	Mujeres	17 Rioja, La	2021T1	9,9
Educación primaria	Mujeres	17 Rioja, La	2020T4	10,9
Educación primaria	Mujeres	17 Rioja, La	2020T3	10,0
Educación primaria	Mujeres	17 Rioja, La	2020T2	9,8
Educación primaria	Mujeres	17 Rioja, La	2020T1	10,3
Educación primaria	Mujeres	17 Rioja, La	2019T4	9,7
Educación primaria	Mujeres	17 Rioja, La	2019T3	11,4
Educación primaria	Mujeres	17 Rioja, La	2019T2	12,1
Educación primaria	Mujeres	17 Rioja, La	2019T1	11,4
Educación primaria	Mujeres	17 Rioja, La	2018T4	11,8
Educación primaria	Mujeres	17 Rioja, La	2018T3	11,6
Educación primaria	Mujeres	17 Rioja, La	2018T2	11,7
Educación primaria	Mujeres	17 Rioja, La	2018T1	13,0
Educación primaria	Mujeres	17 Rioja, La	2017T4	13,5
Educación primaria	Mujeres	17 Rioja, La	2017T3	14,0
Educación primaria	Mujeres	17 Rioja, La	2017T2	15,9
Educación primaria	Mujeres	17 Rioja, La	2017T1	16,2
Educación primaria	Mujeres	17 Rioja, La	2016T4	18,0
Educación primaria	Mujeres	17 Rioja, La	2016T3	19,6
Educación primaria	Mujeres	17 Rioja, La	2016T2	22,1
Educación primaria	Mujeres	17 Rioja, La	2016T1	22,9
Educación primaria	Mujeres	17 Rioja, La	2015T4	21,4
Educación primaria	Mujeres	17 Rioja, La	2015T3	21,1
Educación primaria	Mujeres	17 Rioja, La	2015T2	20,4
Educación primaria	Mujeres	17 Rioja, La	2015T1	20,8
Educación primaria	Mujeres	17 Rioja, La	2014T4	20,1
Educación primaria	Mujeres	17 Rioja, La	2014T3	22,4
Educación primaria	Mujeres	17 Rioja, La	2014T2	22,8
Educación primaria	Mujeres	17 Rioja, La	2014T1	22,6
Educación primaria	Mujeres	18 Ceuta	2023T3	15,8
Educación primaria	Mujeres	18 Ceuta	2023T2	16,2
Educación primaria	Mujeres	18 Ceuta	2023T1	16,9
Educación primaria	Mujeres	18 Ceuta	2022T4	16,9
Educación primaria	Mujeres	18 Ceuta	2022T3	15,2
Educación primaria	Mujeres	18 Ceuta	2022T2	13,3
Educación primaria	Mujeres	18 Ceuta	2022T1	14,6
Educación primaria	Mujeres	18 Ceuta	2021T4	16,2
Educación primaria	Mujeres	18 Ceuta	2021T3	16,7
Educación primaria	Mujeres	18 Ceuta	2021T2	14,9
Educación primaria	Mujeres	18 Ceuta	2021T1	16,7
Educación primaria	Mujeres	18 Ceuta	2020T4	20,3
Educación primaria	Mujeres	18 Ceuta	2020T3	20,7
Educación primaria	Mujeres	18 Ceuta	2020T2	19,9
Educación primaria	Mujeres	18 Ceuta	2020T1	21,5
Educación primaria	Mujeres	18 Ceuta	2019T4	21,3
Educación primaria	Mujeres	18 Ceuta	2019T3	20,6
Educación primaria	Mujeres	18 Ceuta	2019T2	22,2
Educación primaria	Mujeres	18 Ceuta	2019T1	20,6
Educación primaria	Mujeres	18 Ceuta	2018T4	20,1
Educación primaria	Mujeres	18 Ceuta	2018T3	18,0
Educación primaria	Mujeres	18 Ceuta	2018T2	18,7
Educación primaria	Mujeres	18 Ceuta	2018T1	18,9
Educación primaria	Mujeres	18 Ceuta	2017T4	18,8
Educación primaria	Mujeres	18 Ceuta	2017T3	20,7
Educación primaria	Mujeres	18 Ceuta	2017T2	18,5
Educación primaria	Mujeres	18 Ceuta	2017T1	15,3
Educación primaria	Mujeres	18 Ceuta	2016T4	17,6
Educación primaria	Mujeres	18 Ceuta	2016T3	19,8
Educación primaria	Mujeres	18 Ceuta	2016T2	18,6
Educación primaria	Mujeres	18 Ceuta	2016T1	16,3
Educación primaria	Mujeres	18 Ceuta	2015T4	14,3
Educación primaria	Mujeres	18 Ceuta	2015T3	19,0
Educación primaria	Mujeres	18 Ceuta	2015T2	18,5
Educación primaria	Mujeres	18 Ceuta	2015T1	19,3
Educación primaria	Mujeres	18 Ceuta	2014T4	18,0
Educación primaria	Mujeres	18 Ceuta	2014T3	13,6
Educación primaria	Mujeres	18 Ceuta	2014T2	12,5
Educación primaria	Mujeres	18 Ceuta	2014T1	12,6
Educación primaria	Mujeres	19 Melilla	2023T3	16,4
Educación primaria	Mujeres	19 Melilla	2023T2	13,6
Educación primaria	Mujeres	19 Melilla	2023T1	14,1
Educación primaria	Mujeres	19 Melilla	2022T4	17,4
Educación primaria	Mujeres	19 Melilla	2022T3	12,6
Educación primaria	Mujeres	19 Melilla	2022T2	17,3
Educación primaria	Mujeres	19 Melilla	2022T1	15,9
Educación primaria	Mujeres	19 Melilla	2021T4	12,8
Educación primaria	Mujeres	19 Melilla	2021T3	15,5
Educación primaria	Mujeres	19 Melilla	2021T2	13,3
Educación primaria	Mujeres	19 Melilla	2021T1	17,6
Educación primaria	Mujeres	19 Melilla	2020T4	15,8
Educación primaria	Mujeres	19 Melilla	2020T3	15,9
Educación primaria	Mujeres	19 Melilla	2020T2	17,1
Educación primaria	Mujeres	19 Melilla	2020T1	16,3
Educación primaria	Mujeres	19 Melilla	2019T4	19,4
Educación primaria	Mujeres	19 Melilla	2019T3	14,6
Educación primaria	Mujeres	19 Melilla	2019T2	15,3
Educación primaria	Mujeres	19 Melilla	2019T1	15,5
Educación primaria	Mujeres	19 Melilla	2018T4	17,2
Educación primaria	Mujeres	19 Melilla	2018T3	18,3
Educación primaria	Mujeres	19 Melilla	2018T2	13,6
Educación primaria	Mujeres	19 Melilla	2018T1	13,0
Educación primaria	Mujeres	19 Melilla	2017T4	12,8
Educación primaria	Mujeres	19 Melilla	2017T3	11,4
Educación primaria	Mujeres	19 Melilla	2017T2	12,9
Educación primaria	Mujeres	19 Melilla	2017T1	20,0
Educación primaria	Mujeres	19 Melilla	2016T4	18,2
Educación primaria	Mujeres	19 Melilla	2016T3	18,0
Educación primaria	Mujeres	19 Melilla	2016T2	16,9
Educación primaria	Mujeres	19 Melilla	2016T1	16,7
Educación primaria	Mujeres	19 Melilla	2015T4	17,1
Educación primaria	Mujeres	19 Melilla	2015T3	18,3
Educación primaria	Mujeres	19 Melilla	2015T2	15,6
Educación primaria	Mujeres	19 Melilla	2015T1	13,8
Educación primaria	Mujeres	19 Melilla	2014T4	14,6
Educación primaria	Mujeres	19 Melilla	2014T3	15,0
Educación primaria	Mujeres	19 Melilla	2014T2	12,9
Educación primaria	Mujeres	19 Melilla	2014T1	13,6
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2023T3	32,8
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2023T2	33,3
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2023T1	33,5
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2022T4	33,8
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2022T3	33,5
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2022T2	33,6
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2022T1	33,8
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2021T4	33,8
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2021T3	33,4
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2021T2	34,2
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2021T1	34,2
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2020T4	34,1
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2020T3	34,0
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2020T2	34,1
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2020T1	34,5
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2019T4	33,9
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2019T3	34,0
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2019T2	33,8
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2019T1	33,3
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2018T4	33,1
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2018T3	32,9
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2018T2	33,5
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2018T1	34,1
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2017T4	34,1
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2017T3	33,9
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2017T2	34,9
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2017T1	34,9
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2016T4	34,8
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2016T3	34,3
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2016T2	33,8
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2016T1	34,1
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2015T4	33,5
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2015T3	33,6
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2015T2	33,6
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2015T1	33,9
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2014T4	33,5
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2014T3	33,6
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2014T2	33,8
Primera etapa de educación secundaria y similar	Hombres	01 Andalucía	2014T1	33,7
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2023T3	29,9
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2023T2	28,7
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2023T1	31,2
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2022T4	30,0
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2022T3	28,6
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2022T2	29,7
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2022T1	30,5
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2021T4	29,0
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2021T3	28,0
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2021T2	26,9
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2021T1	28,1
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2020T4	27,9
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2020T3	26,8
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2020T2	28,4
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2020T1	28,4
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2019T4	28,2
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2019T3	29,9
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2019T2	29,8
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2019T1	28,7
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2018T4	29,3
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2018T3	28,9
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2018T2	29,0
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2018T1	29,5
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2017T4	29,2
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2017T3	28,7
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2017T2	28,5
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2017T1	28,7
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2016T4	27,5
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2016T3	26,4
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2016T2	27,3
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2016T1	27,6
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2015T4	27,7
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2015T3	27,3
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2015T2	27,7
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2015T1	26,4
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2014T4	26,3
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2014T3	26,0
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2014T2	26,6
Primera etapa de educación secundaria y similar	Hombres	02 Aragón	2014T1	26,0
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2023T3	34,2
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2023T2	33,3
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2023T1	34,7
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2022T4	33,4
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2022T3	34,0
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2022T2	32,8
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2022T1	33,1
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2021T4	31,3
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2021T3	30,6
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2021T2	32,6
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2021T1	31,2
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2020T4	29,4
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2020T3	28,7
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2020T2	29,6
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2020T1	30,2
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2019T4	30,7
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2019T3	31,0
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2019T2	30,7
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2019T1	28,8
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2018T4	27,2
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2018T3	25,6
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2018T2	25,7
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2018T1	26,2
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2017T4	26,0
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2017T3	25,5
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2017T2	25,6
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2017T1	25,7
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2016T4	25,2
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2016T3	24,1
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2016T2	23,7
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2016T1	23,7
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2015T4	24,6
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2015T3	24,7
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2015T2	25,0
Primera etapa de educación secundaria y similar	Hombres	03 Asturias, Principado de	2015T1	25,5
