Tipo de infracción;Comunidades y ciudades autónomas;Periodo;Total
Abusos sexuales;Cataluña;2018;1
Abusos sexuales;Cataluña;2017;5
Abusos sexuales;Cataluña;2016;2
Abusos sexuales;Cataluña;2015;2
Abusos sexuales;Comunitat Valenciana;2022;10
Abusos sexuales;Comunitat Valenciana;2021;8
Abusos sexuales;Comunitat Valenciana;2020;6
Abusos sexuales;Comunitat Valenciana;2019;3
Abusos sexuales;Comunitat Valenciana;2018;5
Abusos sexuales;Comunitat Valenciana;2017;2
Abusos sexuales;Comunitat Valenciana;2016;4
Abusos sexuales;Comunitat Valenciana;2015;3
Abusos sexuales;Extremadura;2022;1
Abusos sexuales;Extremadura;2021;2
Abusos sexuales;Extremadura;2020;1
Abusos sexuales;Extremadura;2019;1
Abusos sexuales;Extremadura;2018;0
Abusos sexuales;Extremadura;2017;4
Abusos sexuales;Extremadura;2016;0
Abusos sexuales;Extremadura;2015;2
Abusos sexuales;Galicia;2022;1
Abusos sexuales;Galicia;2021;6
Abusos sexuales;Galicia;2020;1
Abusos sexuales;Galicia;2019;1
Abusos sexuales;Galicia;2018;0
Abusos sexuales;Galicia;2017;1
Abusos sexuales;Galicia;2016;2
Abusos sexuales;Galicia;2015;0
Abusos sexuales;Madrid, Comunidad de;2022;11
Abusos sexuales;Madrid, Comunidad de;2021;5
Abusos sexuales;Madrid, Comunidad de;2020;5
Abusos sexuales;Madrid, Comunidad de;2019;3
Abusos sexuales;Madrid, Comunidad de;2018;2
Abusos sexuales;Madrid, Comunidad de;2017;4
Abusos sexuales;Madrid, Comunidad de;2016;1
Abusos sexuales;Madrid, Comunidad de;2015;2
Abusos sexuales;Murcia, Región de;2022;4
Abusos sexuales;Murcia, Región de;2021;1
Abusos sexuales;Murcia, Región de;2020;0
Abusos sexuales;Murcia, Región de;2019;5
Abusos sexuales;Murcia, Región de;2018;1
Abusos sexuales;Murcia, Región de;2017;2
Abusos sexuales;Murcia, Región de;2016;1
Abusos sexuales;Murcia, Región de;2015;0
Abusos sexuales;Navarra, Comunidad Foral de;2022;0
Abusos sexuales;Navarra, Comunidad Foral de;2021;0
Abusos sexuales;Navarra, Comunidad Foral de;2020;1
Abusos sexuales;Navarra, Comunidad Foral de;2019;0
Abusos sexuales;Navarra, Comunidad Foral de;2018;1
Abusos sexuales;Navarra, Comunidad Foral de;2017;1
Abusos sexuales;Navarra, Comunidad Foral de;2016;0
Abusos sexuales;Navarra, Comunidad Foral de;2015;0
Abusos sexuales;País Vasco;2022;5
Abusos sexuales;País Vasco;2021;4
Abusos sexuales;País Vasco;2020;8
Abusos sexuales;País Vasco;2019;1
Abusos sexuales;País Vasco;2018;4
Abusos sexuales;País Vasco;2017;1
Abusos sexuales;País Vasco;2016;1
Abusos sexuales;País Vasco;2015;1
Abusos sexuales;Rioja, La;2022;0
Abusos sexuales;Rioja, La;2021;0
Abusos sexuales;Rioja, La;2020;0
Abusos sexuales;Rioja, La;2019;0
Abusos sexuales;Rioja, La;2018;0
Abusos sexuales;Rioja, La;2017;0
Abusos sexuales;Rioja, La;2016;0
Abusos sexuales;Rioja, La;2015;0
Abusos sexuales;Ceuta;2022;0
Abusos sexuales;Ceuta;2021;0
Abusos sexuales;Ceuta;2020;1
Abusos sexuales;Ceuta;2019;0
Abusos sexuales;Ceuta;2018;0
Abusos sexuales;Ceuta;2017;0
Abusos sexuales;Ceuta;2016;0
Abusos sexuales;Ceuta;2015;0
Abusos sexuales;Melilla;2022;0
Abusos sexuales;Melilla;2021;0
Abusos sexuales;Melilla;2020;0
Abusos sexuales;Melilla;2019;0
Abusos sexuales;Melilla;2018;1
Abusos sexuales;Melilla;2017;0
Abusos sexuales;Melilla;2016;0
Abusos sexuales;Melilla;2015;0
Abusos y agresiones sexuales a menores de 16 años;Andalucía;2022;2
Abusos y agresiones sexuales a menores de 16 años;Andalucía;2021;
Abusos y agresiones sexuales a menores de 16 años;Andalucía;2020;
Abusos y agresiones sexuales a menores de 16 años;Andalucía;2019;
Abusos y agresiones sexuales a menores de 16 años;Andalucía;2018;
Abusos y agresiones sexuales a menores de 16 años;Andalucía;2017;
Abusos y agresiones sexuales a menores de 16 años;Andalucía;2016;
Abusos y agresiones sexuales a menores de 16 años;Andalucía;2015;
Abusos y agresiones sexuales a menores de 16 años;Aragón;2022;0
Abusos y agresiones sexuales a menores de 16 años;Aragón;2021;
Abusos y agresiones sexuales a menores de 16 años;Aragón;2020;
Abusos y agresiones sexuales a menores de 16 años;Aragón;2019;
Abusos y agresiones sexuales a menores de 16 años;Aragón;2018;
Abusos y agresiones sexuales a menores de 16 años;Aragón;2017;
Abusos y agresiones sexuales a menores de 16 años;Aragón;2016;
Abusos y agresiones sexuales a menores de 16 años;Aragón;2015;
Abusos y agresiones sexuales a menores de 16 años;Asturias, Principado de;2022;1
Abusos y agresiones sexuales a menores de 16 años;Asturias, Principado de;2021;
Abusos y agresiones sexuales a menores de 16 años;Asturias, Principado de;2020;
Abusos y agresiones sexuales a menores de 16 años;Asturias, Principado de;2019;
Abusos y agresiones sexuales a menores de 16 años;Asturias, Principado de;2018;
Abusos y agresiones sexuales a menores de 16 años;Asturias, Principado de;2017;
Abusos y agresiones sexuales a menores de 16 años;Asturias, Principado de;2016;
Abusos y agresiones sexuales a menores de 16 años;Asturias, Principado de;2015;
Abusos y agresiones sexuales a menores de 16 años;Balears, Illes;2022;2
Abusos y agresiones sexuales a menores de 16 años;Balears, Illes;2021;
Abusos y agresiones sexuales a menores de 16 años;Balears, Illes;2020;
Abusos y agresiones sexuales a menores de 16 años;Balears, Illes;2019;
Abusos y agresiones sexuales a menores de 16 años;Balears, Illes;2018;
Abusos y agresiones sexuales a menores de 16 años;Balears, Illes;2017;
Abusos y agresiones sexuales a menores de 16 años;Balears, Illes;2016;
Abusos y agresiones sexuales a menores de 16 años;Balears, Illes;2015;
Abusos y agresiones sexuales a menores de 16 años;Canarias;2022;0
Abusos y agresiones sexuales a menores de 16 años;Canarias;2021;
Abusos y agresiones sexuales a menores de 16 años;Canarias;2020;
Abusos y agresiones sexuales a menores de 16 años;Canarias;2019;
Abusos y agresiones sexuales a menores de 16 años;Canarias;2018;
Abusos y agresiones sexuales a menores de 16 años;Canarias;2017;
Abusos y agresiones sexuales a menores de 16 años;Canarias;2016;
Abusos y agresiones sexuales a menores de 16 años;Canarias;2015;
Abusos y agresiones sexuales a menores de 16 años;Cantabria;2022;0
Abusos y agresiones sexuales a menores de 16 años;Cantabria;2021;
Abusos y agresiones sexuales a menores de 16 años;Cantabria;2020;
Abusos y agresiones sexuales a menores de 16 años;Cantabria;2019;
Abusos y agresiones sexuales a menores de 16 años;Cantabria;2018;
Abusos y agresiones sexuales a menores de 16 años;Cantabria;2017;
Abusos y agresiones sexuales a menores de 16 años;Cantabria;2016;
Abusos y agresiones sexuales a menores de 16 años;Cantabria;2015;
Abusos y agresiones sexuales a menores de 16 años;Castilla y León;2022;1
Abusos y agresiones sexuales a menores de 16 años;Castilla y León;2021;
Abusos y agresiones sexuales a menores de 16 años;Castilla y León;2020;
Abusos y agresiones sexuales a menores de 16 años;Castilla y León;2019;
Abusos y agresiones sexuales a menores de 16 años;Castilla y León;2018;
Abusos y agresiones sexuales a menores de 16 años;Castilla y León;2017;
Abusos y agresiones sexuales a menores de 16 años;Castilla y León;2016;
Abusos y agresiones sexuales a menores de 16 años;Castilla y León;2015;
Abusos y agresiones sexuales a menores de 16 años;Castilla - La Mancha;2022;1
Abusos y agresiones sexuales a menores de 16 años;Castilla - La Mancha;2021;
Abusos y agresiones sexuales a menores de 16 años;Castilla - La Mancha;2020;
Abusos y agresiones sexuales a menores de 16 años;Castilla - La Mancha;2019;
Abusos y agresiones sexuales a menores de 16 años;Castilla - La Mancha;2018;
Abusos y agresiones sexuales a menores de 16 años;Castilla - La Mancha;2017;
Abusos y agresiones sexuales a menores de 16 años;Castilla - La Mancha;2016;
Abusos y agresiones sexuales a menores de 16 años;Castilla - La Mancha;2015;
Abusos y agresiones sexuales a menores de 16 años;Cataluña;2022;1
Abusos y agresiones sexuales a menores de 16 años;Cataluña;2021;
Abusos y agresiones sexuales a menores de 16 años;Cataluña;2020;
Abusos y agresiones sexuales a menores de 16 años;Cataluña;2019;
Abusos y agresiones sexuales a menores de 16 años;Cataluña;2018;
Abusos y agresiones sexuales a menores de 16 años;Cataluña;2017;
Abusos y agresiones sexuales a menores de 16 años;Cataluña;2016;
Abusos y agresiones sexuales a menores de 16 años;Cataluña;2015;
Abusos y agresiones sexuales a menores de 16 años;Comunitat Valenciana;2022;3
Abusos y agresiones sexuales a menores de 16 años;Comunitat Valenciana;2021;
Abusos y agresiones sexuales a menores de 16 años;Comunitat Valenciana;2020;
Abusos y agresiones sexuales a menores de 16 años;Comunitat Valenciana;2019;
Abusos y agresiones sexuales a menores de 16 años;Comunitat Valenciana;2018;
Abusos y agresiones sexuales a menores de 16 años;Comunitat Valenciana;2017;
Abusos y agresiones sexuales a menores de 16 años;Comunitat Valenciana;2016;
Abusos y agresiones sexuales a menores de 16 años;Comunitat Valenciana;2015;
Abusos y agresiones sexuales a menores de 16 años;Extremadura;2022;0
Abusos y agresiones sexuales a menores de 16 años;Extremadura;2021;
Abusos y agresiones sexuales a menores de 16 años;Extremadura;2020;
Abusos y agresiones sexuales a menores de 16 años;Extremadura;2019;
Abusos y agresiones sexuales a menores de 16 años;Extremadura;2018;
Abusos y agresiones sexuales a menores de 16 años;Extremadura;2017;
Abusos y agresiones sexuales a menores de 16 años;Extremadura;2016;
Abusos y agresiones sexuales a menores de 16 años;Extremadura;2015;
Abusos y agresiones sexuales a menores de 16 años;Galicia;2022;1
Abusos y agresiones sexuales a menores de 16 años;Galicia;2021;
Abusos y agresiones sexuales a menores de 16 años;Galicia;2020;
Abusos y agresiones sexuales a menores de 16 años;Galicia;2019;
Abusos y agresiones sexuales a menores de 16 años;Galicia;2018;
Abusos y agresiones sexuales a menores de 16 años;Galicia;2017;
Abusos y agresiones sexuales a menores de 16 años;Galicia;2016;
Abusos y agresiones sexuales a menores de 16 años;Galicia;2015;
Abusos y agresiones sexuales a menores de 16 años;Madrid, Comunidad de;2022;3
Abusos y agresiones sexuales a menores de 16 años;Madrid, Comunidad de;2021;
Abusos y agresiones sexuales a menores de 16 años;Madrid, Comunidad de;2020;
Abusos y agresiones sexuales a menores de 16 años;Madrid, Comunidad de;2019;
Abusos y agresiones sexuales a menores de 16 años;Madrid, Comunidad de;2018;
Abusos y agresiones sexuales a menores de 16 años;Madrid, Comunidad de;2017;
Abusos y agresiones sexuales a menores de 16 años;Madrid, Comunidad de;2016;
Abusos y agresiones sexuales a menores de 16 años;Madrid, Comunidad de;2015;
Abusos y agresiones sexuales a menores de 16 años;Murcia, Región de;2022;1
Abusos y agresiones sexuales a menores de 16 años;Murcia, Región de;2021;
Abusos y agresiones sexuales a menores de 16 años;Murcia, Región de;2020;
Abusos y agresiones sexuales a menores de 16 años;Murcia, Región de;2019;
Abusos y agresiones sexuales a menores de 16 años;Murcia, Región de;2018;
Abusos y agresiones sexuales a menores de 16 años;Murcia, Región de;2017;
Abusos y agresiones sexuales a menores de 16 años;Murcia, Región de;2016;
Abusos y agresiones sexuales a menores de 16 años;Murcia, Región de;2015;
Abusos y agresiones sexuales a menores de 16 años;Navarra, Comunidad Foral de;2022;0
Abusos y agresiones sexuales a menores de 16 años;Navarra, Comunidad Foral de;2021;
Abusos y agresiones sexuales a menores de 16 años;Navarra, Comunidad Foral de;2020;
Abusos y agresiones sexuales a menores de 16 años;Navarra, Comunidad Foral de;2019;
Abusos y agresiones sexuales a menores de 16 años;Navarra, Comunidad Foral de;2018;
Abusos y agresiones sexuales a menores de 16 años;Navarra, Comunidad Foral de;2017;
Abusos y agresiones sexuales a menores de 16 años;Navarra, Comunidad Foral de;2016;
Abusos y agresiones sexuales a menores de 16 años;Navarra, Comunidad Foral de;2015;
Abusos y agresiones sexuales a menores de 16 años;País Vasco;2022;3
Abusos y agresiones sexuales a menores de 16 años;País Vasco;2021;
Abusos y agresiones sexuales a menores de 16 años;País Vasco;2020;
Abusos y agresiones sexuales a menores de 16 años;País Vasco;2019;
Abusos y agresiones sexuales a menores de 16 años;País Vasco;2018;
Abusos y agresiones sexuales a menores de 16 años;País Vasco;2017;
Abusos y agresiones sexuales a menores de 16 años;País Vasco;2016;
Abusos y agresiones sexuales a menores de 16 años;País Vasco;2015;
Abusos y agresiones sexuales a menores de 16 años;Rioja, La;2022;0
Abusos y agresiones sexuales a menores de 16 años;Rioja, La;2021;
Abusos y agresiones sexuales a menores de 16 años;Rioja, La;2020;
Abusos y agresiones sexuales a menores de 16 años;Rioja, La;2019;
Abusos y agresiones sexuales a menores de 16 años;Rioja, La;2018;
Abusos y agresiones sexuales a menores de 16 años;Rioja, La;2017;
Abusos y agresiones sexuales a menores de 16 años;Rioja, La;2016;
Abusos y agresiones sexuales a menores de 16 años;Rioja, La;2015;
Abusos y agresiones sexuales a menores de 16 años;Ceuta;2022;0
Abusos y agresiones sexuales a menores de 16 años;Ceuta;2021;
Abusos y agresiones sexuales a menores de 16 años;Ceuta;2020;
Abusos y agresiones sexuales a menores de 16 años;Ceuta;2019;
Abusos y agresiones sexuales a menores de 16 años;Ceuta;2018;
Abusos y agresiones sexuales a menores de 16 años;Ceuta;2017;
Abusos y agresiones sexuales a menores de 16 años;Ceuta;2016;
Abusos y agresiones sexuales a menores de 16 años;Ceuta;2015;
Abusos y agresiones sexuales a menores de 16 años;Melilla;2022;0
Abusos y agresiones sexuales a menores de 16 años;Melilla;2021;
Abusos y agresiones sexuales a menores de 16 años;Melilla;2020;
Abusos y agresiones sexuales a menores de 16 años;Melilla;2019;
Abusos y agresiones sexuales a menores de 16 años;Melilla;2018;
Abusos y agresiones sexuales a menores de 16 años;Melilla;2017;
Abusos y agresiones sexuales a menores de 16 años;Melilla;2016;
Abusos y agresiones sexuales a menores de 16 años;Melilla;2015;
Allanamiento de morada;Andalucía;2022;18
Allanamiento de morada;Andalucía;2021;9
Allanamiento de morada;Andalucía;2020;13
Allanamiento de morada;Andalucía;2019;14
Allanamiento de morada;Andalucía;2018;16
Allanamiento de morada;Andalucía;2017;25
Allanamiento de morada;Andalucía;2016;19
Allanamiento de morada;Andalucía;2015;17
Allanamiento de morada;Aragón;2022;0
Allanamiento de morada;Aragón;2021;0
Allanamiento de morada;Aragón;2020;1
Allanamiento de morada;Aragón;2019;1
Allanamiento de morada;Aragón;2018;3
Allanamiento de morada;Aragón;2017;3
Allanamiento de morada;Aragón;2016;1
Allanamiento de morada;Aragón;2015;1
Allanamiento de morada;Asturias, Principado de;2022;0
Allanamiento de morada;Asturias, Principado de;2021;1
Allanamiento de morada;Asturias, Principado de;2020;0
Allanamiento de morada;Asturias, Principado de;2019;0
Allanamiento de morada;Asturias, Principado de;2018;3
Allanamiento de morada;Asturias, Principado de;2017;3
Allanamiento de morada;Asturias, Principado de;2016;3
Allanamiento de morada;Asturias, Principado de;2015;6
Allanamiento de morada;Balears, Illes;2022;5
Allanamiento de morada;Balears, Illes;2021;2
Allanamiento de morada;Balears, Illes;2020;8
Allanamiento de morada;Balears, Illes;2019;6
Allanamiento de morada;Balears, Illes;2018;6
Allanamiento de morada;Balears, Illes;2017;11
Allanamiento de morada;Balears, Illes;2016;13
Allanamiento de morada;Balears, Illes;2015;5
Allanamiento de morada;Canarias;2022;0
Allanamiento de morada;Canarias;2021;1
Allanamiento de morada;Canarias;2020;1
Allanamiento de morada;Canarias;2019;2
Allanamiento de morada;Canarias;2018;5
Allanamiento de morada;Canarias;2017;4
Allanamiento de morada;Canarias;2016;3
Allanamiento de morada;Canarias;2015;3
Allanamiento de morada;Cantabria;2022;1
Allanamiento de morada;Cantabria;2021;0
Allanamiento de morada;Cantabria;2020;1
Allanamiento de morada;Cantabria;2019;0
Allanamiento de morada;Cantabria;2018;0
Allanamiento de morada;Cantabria;2017;1
Allanamiento de morada;Cantabria;2016;3
Allanamiento de morada;Cantabria;2015;1
Allanamiento de morada;Castilla y León;2022;1
Allanamiento de morada;Castilla y León;2021;1
Allanamiento de morada;Castilla y León;2020;0
Allanamiento de morada;Castilla y León;2019;2
Allanamiento de morada;Castilla y León;2018;1
Allanamiento de morada;Castilla y León;2017;3
Allanamiento de morada;Castilla y León;2016;1
Allanamiento de morada;Castilla y León;2015;1
Allanamiento de morada;Castilla - La Mancha;2022;3
Allanamiento de morada;Castilla - La Mancha;2021;0
Allanamiento de morada;Castilla - La Mancha;2020;0
Allanamiento de morada;Castilla - La Mancha;2019;5
Allanamiento de morada;Castilla - La Mancha;2018;2
Allanamiento de morada;Castilla - La Mancha;2017;2
Allanamiento de morada;Castilla - La Mancha;2016;1
Allanamiento de morada;Castilla - La Mancha;2015;4
Allanamiento de morada;Cataluña;2022;32
Allanamiento de morada;Cataluña;2021;25
Allanamiento de morada;Cataluña;2020;11
Allanamiento de morada;Cataluña;2019;20
Allanamiento de morada;Cataluña;2018;29
Allanamiento de morada;Cataluña;2017;35
Allanamiento de morada;Cataluña;2016;27
Allanamiento de morada;Cataluña;2015;24
Allanamiento de morada;Comunitat Valenciana;2022;24
Allanamiento de morada;Comunitat Valenciana;2021;17
Allanamiento de morada;Comunitat Valenciana;2020;12
Allanamiento de morada;Comunitat Valenciana;2019;10
Allanamiento de morada;Comunitat Valenciana;2018;8
Allanamiento de morada;Comunitat Valenciana;2017;16
Allanamiento de morada;Comunitat Valenciana;2016;23
Allanamiento de morada;Comunitat Valenciana;2015;17
Allanamiento de morada;Extremadura;2022;0
Allanamiento de morada;Extremadura;2021;0
Allanamiento de morada;Extremadura;2020;1
Allanamiento de morada;Extremadura;2019;1
Allanamiento de morada;Extremadura;2018;0
Allanamiento de morada;Extremadura;2017;1
Allanamiento de morada;Extremadura;2016;1
Allanamiento de morada;Extremadura;2015;0
Allanamiento de morada;Galicia;2022;1
Allanamiento de morada;Galicia;2021;3
Allanamiento de morada;Galicia;2020;2
Allanamiento de morada;Galicia;2019;3
Allanamiento de morada;Galicia;2018;1
Allanamiento de morada;Galicia;2017;4
Allanamiento de morada;Galicia;2016;7
Allanamiento de morada;Galicia;2015;5
Allanamiento de morada;Madrid, Comunidad de;2022;1
Allanamiento de morada;Madrid, Comunidad de;2021;3
Allanamiento de morada;Madrid, Comunidad de;2020;3
Allanamiento de morada;Madrid, Comunidad de;2019;7
Allanamiento de morada;Madrid, Comunidad de;2018;9
Allanamiento de morada;Madrid, Comunidad de;2017;18
Allanamiento de morada;Madrid, Comunidad de;2016;9
Allanamiento de morada;Madrid, Comunidad de;2015;13
Allanamiento de morada;Murcia, Región de;2022;0
Allanamiento de morada;Murcia, Región de;2021;0
Allanamiento de morada;Murcia, Región de;2020;1
Allanamiento de morada;Murcia, Región de;2019;3
Allanamiento de morada;Murcia, Región de;2018;0
Allanamiento de morada;Murcia, Región de;2017;2
Allanamiento de morada;Murcia, Región de;2016;0
Allanamiento de morada;Murcia, Región de;2015;0
Allanamiento de morada;Navarra, Comunidad Foral de;2022;1
Allanamiento de morada;Navarra, Comunidad Foral de;2021;3
Allanamiento de morada;Navarra, Comunidad Foral de;2020;2
Allanamiento de morada;Navarra, Comunidad Foral de;2019;3
Allanamiento de morada;Navarra, Comunidad Foral de;2018;4
Allanamiento de morada;Navarra, Comunidad Foral de;2017;1
Allanamiento de morada;Navarra, Comunidad Foral de;2016;4
Allanamiento de morada;Navarra, Comunidad Foral de;2015;4
Allanamiento de morada;País Vasco;2022;0
Allanamiento de morada;País Vasco;2021;1
Allanamiento de morada;País Vasco;2020;1
Allanamiento de morada;País Vasco;2019;1
Allanamiento de morada;País Vasco;2018;4
Allanamiento de morada;País Vasco;2017;0
Allanamiento de morada;País Vasco;2016;0
Allanamiento de morada;País Vasco;2015;0
Allanamiento de morada;Rioja, La;2022;1
Allanamiento de morada;Rioja, La;2021;0
Allanamiento de morada;Rioja, La;2020;1
Allanamiento de morada;Rioja, La;2019;1
Allanamiento de morada;Rioja, La;2018;1
Allanamiento de morada;Rioja, La;2017;0
Allanamiento de morada;Rioja, La;2016;0
Allanamiento de morada;Rioja, La;2015;0
Allanamiento de morada;Ceuta;2022;0
Allanamiento de morada;Ceuta;2021;0
Allanamiento de morada;Ceuta;2020;0
Allanamiento de morada;Ceuta;2019;0
Allanamiento de morada;Ceuta;2018;0
Allanamiento de morada;Ceuta;2017;0
Allanamiento de morada;Ceuta;2016;0
Allanamiento de morada;Ceuta;2015;0
Allanamiento de morada;Melilla;2022;0
Allanamiento de morada;Melilla;2021;0
Allanamiento de morada;Melilla;2020;0
Allanamiento de morada;Melilla;2019;0
Allanamiento de morada;Melilla;2018;0
Allanamiento de morada;Melilla;2017;0
Allanamiento de morada;Melilla;2016;0
Allanamiento de morada;Melilla;2015;0
Injurias;Andalucía;2022;30
Injurias;Andalucía;2021;62
Injurias;Andalucía;2020;34
Injurias;Andalucía;2019;53
Injurias;Andalucía;2018;47
Injurias;Andalucía;2017;80
Injurias;Andalucía;2016;81
Injurias;Andalucía;2015;24
Injurias;Aragón;2022;2
Injurias;Aragón;2021;10
Injurias;Aragón;2020;6
Injurias;Aragón;2019;5
Injurias;Aragón;2018;6
Injurias;Aragón;2017;6
Injurias;Aragón;2016;3
Injurias;Aragón;2015;1
Injurias;Asturias, Principado de;2022;5
Injurias;Asturias, Principado de;2021;6
Injurias;Asturias, Principado de;2020;7
Injurias;Asturias, Principado de;2019;5
Injurias;Asturias, Principado de;2018;5
Injurias;Asturias, Principado de;2017;6
Injurias;Asturias, Principado de;2016;7
Injurias;Asturias, Principado de;2015;3
Injurias;Balears, Illes;2022;11
Injurias;Balears, Illes;2021;27
Injurias;Balears, Illes;2020;10
Injurias;Balears, Illes;2019;8
Injurias;Balears, Illes;2018;8
Injurias;Balears, Illes;2017;17
Injurias;Balears, Illes;2016;11
Injurias;Balears, Illes;2015;8
Injurias;Canarias;2022;4
Injurias;Canarias;2021;16
Injurias;Canarias;2020;8
Injurias;Canarias;2019;20
Injurias;Canarias;2018;22
Injurias;Canarias;2017;37
Injurias;Canarias;2016;43
Injurias;Canarias;2015;14
Injurias;Cantabria;2022;5
Injurias;Cantabria;2021;8
Injurias;Cantabria;2020;3
Injurias;Cantabria;2019;6
Injurias;Cantabria;2018;5
Injurias;Cantabria;2017;11
Injurias;Cantabria;2016;4
Injurias;Cantabria;2015;8
Injurias;Castilla y León;2022;12
Injurias;Castilla y León;2021;27
Injurias;Castilla y León;2020;20
Injurias;Castilla y León;2019;11
Injurias;Castilla y León;2018;15
Injurias;Castilla y León;2017;23
Injurias;Castilla y León;2016;17
Injurias;Castilla y León;2015;2
Injurias;Castilla - La Mancha;2022;10
Injurias;Castilla - La Mancha;2021;13
Injurias;Castilla - La Mancha;2020;16
Injurias;Castilla - La Mancha;2019;20
Injurias;Castilla - La Mancha;2018;14
Injurias;Castilla - La Mancha;2017;26
Injurias;Castilla - La Mancha;2016;24
Injurias;Castilla - La Mancha;2015;8
Injurias;Cataluña;2022;53
Injurias;Cataluña;2021;84
Injurias;Cataluña;2020;57
Injurias;Cataluña;2019;51
Injurias;Cataluña;2018;80
Injurias;Cataluña;2017;113
Injurias;Cataluña;2016;91
Injurias;Cataluña;2015;23
Injurias;Comunitat Valenciana;2022;37
Injurias;Comunitat Valenciana;2021;79
Injurias;Comunitat Valenciana;2020;58
Injurias;Comunitat Valenciana;2019;83
Injurias;Comunitat Valenciana;2018;92
Injurias;Comunitat Valenciana;2017;90
Injurias;Comunitat Valenciana;2016;89
Injurias;Comunitat Valenciana;2015;30
Injurias;Extremadura;2022;5
Injurias;Extremadura;2021;10
Injurias;Extremadura;2020;8
Injurias;Extremadura;2019;12
Injurias;Extremadura;2018;10
Injurias;Extremadura;2017;13
Injurias;Extremadura;2016;11
Injurias;Extremadura;2015;3
Injurias;Galicia;2022;8
Injurias;Galicia;2021;22
Injurias;Galicia;2020;24
Injurias;Galicia;2019;15
Injurias;Galicia;2018;15
Injurias;Galicia;2017;17
Injurias;Galicia;2016;11
Injurias;Galicia;2015;3
Injurias;Madrid, Comunidad de;2022;22
Injurias;Madrid, Comunidad de;2021;19
Injurias;Madrid, Comunidad de;2020;21
Injurias;Madrid, Comunidad de;2019;27
Injurias;Madrid, Comunidad de;2018;31
Injurias;Madrid, Comunidad de;2017;24
Injurias;Madrid, Comunidad de;2016;38
Injurias;Madrid, Comunidad de;2015;11
Injurias;Murcia, Región de;2022;14
Injurias;Murcia, Región de;2021;23
Injurias;Murcia, Región de;2020;34
Injurias;Murcia, Región de;2019;33
Injurias;Murcia, Región de;2018;32
Injurias;Murcia, Región de;2017;40
Injurias;Murcia, Región de;2016;58
Injurias;Murcia, Región de;2015;25
Injurias;Navarra, Comunidad Foral de;2022;6
Injurias;Navarra, Comunidad Foral de;2021;3
Injurias;Navarra, Comunidad Foral de;2020;2
Injurias;Navarra, Comunidad Foral de;2019;4
Injurias;Navarra, Comunidad Foral de;2018;5
Injurias;Navarra, Comunidad Foral de;2017;7
Injurias;Navarra, Comunidad Foral de;2016;5
Injurias;Navarra, Comunidad Foral de;2015;0
Injurias;País Vasco;2022;9
Injurias;País Vasco;2021;64
Injurias;País Vasco;2020;49
Injurias;País Vasco;2019;54
Injurias;País Vasco;2018;96
Injurias;País Vasco;2017;80
Injurias;País Vasco;2016;74
Injurias;País Vasco;2015;28
Injurias;Rioja, La;2022;0
Injurias;Rioja, La;2021;2
Injurias;Rioja, La;2020;1
Injurias;Rioja, La;2019;0
Injurias;Rioja, La;2018;1
Injurias;Rioja, La;2017;0
Injurias;Rioja, La;2016;1
Injurias;Rioja, La;2015;0
Injurias;Ceuta;2022;0
Injurias;Ceuta;2021;1
Injurias;Ceuta;2020;0
Injurias;Ceuta;2019;0
Injurias;Ceuta;2018;1
Injurias;Ceuta;2017;0
Injurias;Ceuta;2016;1
Injurias;Ceuta;2015;1
Injurias;Melilla;2022;1
Injurias;Melilla;2021;2
Injurias;Melilla;2020;1
Injurias;Melilla;2019;1
Injurias;Melilla;2018;1
Injurias;Melilla;2017;4
Injurias;Melilla;2016;6
Injurias;Melilla;2015;1
Daños;Andalucía;2022;175
Daños;Andalucía;2021;173
Daños;Andalucía;2020;99
Daños;Andalucía;2019;136
Daños;Andalucía;2018;121
Daños;Andalucía;2017;87
Daños;Andalucía;2016;86
Daños;Andalucía;2015;44
Daños;Aragón;2022;18
Daños;Aragón;2021;16
Daños;Aragón;2020;9
Daños;Aragón;2019;8
Daños;Aragón;2018;27
Daños;Aragón;2017;25
Daños;Aragón;2016;7
Daños;Aragón;2015;4
Daños;Asturias, Principado de;2022;21
Daños;Asturias, Principado de;2021;25
Daños;Asturias, Principado de;2020;10
Daños;Asturias, Principado de;2019;17
Daños;Asturias, Principado de;2018;14
Daños;Asturias, Principado de;2017;12
Daños;Asturias, Principado de;2016;12
Daños;Asturias, Principado de;2015;5
Daños;Balears, Illes;2022;15
Daños;Balears, Illes;2021;25
Daños;Balears, Illes;2020;18
Daños;Balears, Illes;2019;25
Daños;Balears, Illes;2018;21
Daños;Balears, Illes;2017;27
Daños;Balears, Illes;2016;24
Daños;Balears, Illes;2015;11
Daños;Canarias;2022;43
Daños;Canarias;2021;59
Daños;Canarias;2020;52
Daños;Canarias;2019;60
Daños;Canarias;2018;50
Daños;Canarias;2017;56
Daños;Canarias;2016;41
Daños;Canarias;2015;29
Daños;Cantabria;2022;15
Daños;Cantabria;2021;7
Daños;Cantabria;2020;7
Daños;Cantabria;2019;12
Daños;Cantabria;2018;26
Daños;Cantabria;2017;11
Daños;Cantabria;2016;13
Daños;Cantabria;2015;7
Daños;Castilla y León;2022;36
Daños;Castilla y León;2021;33
Daños;Castilla y León;2020;14
Daños;Castilla y León;2019;21
Daños;Castilla y León;2018;25
