Provincias	Sexo	Periodo	Total
19 Guadalajara	Hombres	2017	128.341
19 Guadalajara	Hombres	2016	128.265
19 Guadalajara	Hombres	2015	128.952
19 Guadalajara	Hombres	2014	130.197
19 Guadalajara	Hombres	2013	131.796
19 Guadalajara	Hombres	2012	133.009
19 Guadalajara	Hombres	2011	131.532
19 Guadalajara	Hombres	2010	129.170
19 Guadalajara	Hombres	2009	126.608
19 Guadalajara	Hombres	2008	122.327
19 Guadalajara	Hombres	2007	114.798
19 Guadalajara	Mujeres	2021	130.964
19 Guadalajara	Mujeres	2020	129.156
19 Guadalajara	Mujeres	2019	127.228
19 Guadalajara	Mujeres	2018	125.454
19 Guadalajara	Mujeres	2017	124.969
19 Guadalajara	Mujeres	2016	124.617
19 Guadalajara	Mujeres	2015	124.734
19 Guadalajara	Mujeres	2014	125.229
19 Guadalajara	Mujeres	2013	125.927
19 Guadalajara	Mujeres	2012	126.528
19 Guadalajara	Mujeres	2011	124.929
19 Guadalajara	Mujeres	2010	122.393
19 Guadalajara	Mujeres	2009	119.543
19 Guadalajara	Mujeres	2008	115.460
19 Guadalajara	Mujeres	2007	109.278
21 Huelva	Hombres	2021	260.581
21 Huelva	Hombres	2020	259.496
21 Huelva	Hombres	2019	258.413
21 Huelva	Hombres	2018	257.713
21 Huelva	Hombres	2017	257.613
21 Huelva	Hombres	2016	257.571
21 Huelva	Hombres	2015	257.699
21 Huelva	Hombres	2014	257.542
21 Huelva	Hombres	2013	258.387
21 Huelva	Hombres	2012	259.370
21 Huelva	Hombres	2011	259.362
21 Huelva	Hombres	2010	257.716
21 Huelva	Hombres	2009	255.144
21 Huelva	Hombres	2008	252.394
21 Huelva	Hombres	2007	248.151
21 Huelva	Mujeres	2021	265.254
21 Huelva	Mujeres	2020	264.782
21 Huelva	Mujeres	2019	263.457
21 Huelva	Mujeres	2018	262.219
21 Huelva	Mujeres	2017	261.317
21 Huelva	Mujeres	2016	262.025
21 Huelva	Mujeres	2015	262.318
21 Huelva	Mujeres	2014	261.687
21 Huelva	Mujeres	2013	262.281
21 Huelva	Mujeres	2012	263.492
21 Huelva	Mujeres	2011	262.606
21 Huelva	Mujeres	2010	260.365
21 Huelva	Mujeres	2009	258.259
21 Huelva	Mujeres	2008	255.521
21 Huelva	Mujeres	2007	249.520
22 Huesca	Hombres	2021	113.607
22 Huesca	Hombres	2020	112.479
22 Huesca	Hombres	2019	111.228
22 Huesca	Hombres	2018	110.599
22 Huesca	Hombres	2017	110.854
22 Huesca	Hombres	2016	111.597
22 Huesca	Hombres	2015	112.626
22 Huesca	Hombres	2014	113.840
22 Huesca	Hombres	2013	114.781
22 Huesca	Hombres	2012	115.512
22 Huesca	Hombres	2011	116.224
22 Huesca	Hombres	2010	116.524
22 Huesca	Hombres	2009	116.630
22 Huesca	Hombres	2008	114.939
22 Huesca	Hombres	2007	111.978
22 Huesca	Mujeres	2021	110.657
22 Huesca	Mujeres	2020	110.208
22 Huesca	Mujeres	2019	109.233
22 Huesca	Mujeres	2018	108.746
22 Huesca	Mujeres	2017	108.848
22 Huesca	Mujeres	2016	109.482
22 Huesca	Mujeres	2015	110.283
22 Huesca	Mujeres	2014	111.069
22 Huesca	Mujeres	2013	111.548
22 Huesca	Mujeres	2012	112.097
22 Huesca	Mujeres	2011	112.137
22 Huesca	Mujeres	2010	112.042
22 Huesca	Mujeres	2009	111.779
22 Huesca	Mujeres	2008	110.332
22 Huesca	Mujeres	2007	108.129
23 Jaén	Hombres	2021	310.323
23 Jaén	Hombres	2020	312.364
23 Jaén	Hombres	2019	313.356
23 Jaén	Hombres	2018	315.549
23 Jaén	Hombres	2017	318.430
23 Jaén	Hombres	2016	320.862
23 Jaén	Hombres	2015	323.861
23 Jaén	Hombres	2014	326.583
23 Jaén	Hombres	2013	330.505
23 Jaén	Hombres	2012	334.226
23 Jaén	Hombres	2011	333.384
23 Jaén	Hombres	2010	332.900
23 Jaén	Hombres	2009	332.517
23 Jaén	Hombres	2008	332.568
23 Jaén	Hombres	2007	330.543
23 Jaén	Mujeres	2021	316.867
23 Jaén	Mujeres	2020	319.017
23 Jaén	Mujeres	2019	320.208
23 Jaén	Mujeres	2018	322.550
23 Jaén	Mujeres	2017	325.054
23 Jaén	Mujeres	2016	327.388
23 Jaén	Mujeres	2015	330.309
23 Jaén	Mujeres	2014	332.450
23 Jaén	Mujeres	2013	334.411
23 Jaén	Mujeres	2012	336.016
23 Jaén	Mujeres	2011	337.216
23 Jaén	Mujeres	2010	337.861
23 Jaén	Mujeres	2009	337.265
23 Jaén	Mujeres	2008	334.870
23 Jaén	Mujeres	2007	334.199
24 León	Hombres	2021	219.532
24 León	Hombres	2020	221.904
24 León	Hombres	2019	223.744
24 León	Hombres	2018	225.646
24 León	Hombres	2017	228.059
24 León	Hombres	2016	230.727
24 León	Hombres	2015	233.664
24 León	Hombres	2014	236.537
24 León	Hombres	2013	239.179
24 León	Hombres	2012	241.749
24 León	Hombres	2011	243.316
24 León	Hombres	2010	244.199
24 León	Hombres	2009	244.716
24 León	Hombres	2008	244.786
24 León	Hombres	2007	242.939
24 León	Mujeres	2021	232.174
24 León	Mujeres	2020	234.535
24 León	Mujeres	2019	236.257
24 León	Mujeres	2018	238.100
24 León	Mujeres	2017	240.257
24 León	Mujeres	2016	242.877
24 León	Mujeres	2015	245.731
24 León	Mujeres	2014	248.157
24 León	Mujeres	2013	250.573
24 León	Mujeres	2012	252.702
24 León	Mujeres	2011	254.483
24 León	Mujeres	2010	255.085
24 León	Mujeres	2009	255.453
24 León	Mujeres	2008	255.414
24 León	Mujeres	2007	254.448
25 Lleida	Hombres	2021	224.156
25 Lleida	Hombres	2020	223.323
25 Lleida	Hombres	2019	220.878
25 Lleida	Hombres	2018	219.509
25 Lleida	Hombres	2017	219.059
25 Lleida	Hombres	2016	219.917
25 Lleida	Hombres	2015	220.719
25 Lleida	Hombres	2014	221.891
25 Lleida	Hombres	2013	223.779
25 Lleida	Hombres	2012	225.345
25 Lleida	Hombres	2011	225.388
25 Lleida	Hombres	2010	224.397
25 Lleida	Hombres	2009	223.095
25 Lleida	Hombres	2008	218.379
25 Lleida	Hombres	2007	211.268
25 Lleida	Mujeres	2021	215.571
25 Lleida	Mujeres	2020	215.194
25 Lleida	Mujeres	2019	214.052
25 Lleida	Mujeres	2018	213.357
25 Lleida	Mujeres	2017	213.325
25 Lleida	Mujeres	2016	214.124
25 Lleida	Mujeres	2015	215.310
25 Lleida	Mujeres	2014	216.110
25 Lleida	Mujeres	2013	217.136
25 Lleida	Mujeres	2012	217.687
25 Lleida	Mujeres	2011	216.920
25 Lleida	Mujeres	2010	215.371
25 Lleida	Mujeres	2009	213.307
25 Lleida	Mujeres	2008	208.493
25 Lleida	Mujeres	2007	202.747
27 Lugo	Hombres	2021	157.892
27 Lugo	Hombres	2020	158.842
27 Lugo	Hombres	2019	159.686
27 Lugo	Hombres	2018	160.647
27 Lugo	Hombres	2017	161.775
27 Lugo	Hombres	2016	163.154
27 Lugo	Hombres	2015	164.605
27 Lugo	Hombres	2014	166.325
27 Lugo	Hombres	2013	168.013
27 Lugo	Hombres	2012	169.536
27 Lugo	Hombres	2011	170.854
27 Lugo	Hombres	2010	171.983
27 Lugo	Hombres	2009	172.943
27 Lugo	Hombres	2008	172.914
27 Lugo	Hombres	2007	172.422
27 Lugo	Mujeres	2021	168.121
27 Lugo	Mujeres	2020	169.104
27 Lugo	Mujeres	2019	169.901
27 Lugo	Mujeres	2018	170.680
27 Lugo	Mujeres	2017	171.859
27 Lugo	Mujeres	2016	173.373
27 Lugo	Mujeres	2015	174.781
27 Lugo	Mujeres	2014	176.423
27 Lugo	Mujeres	2013	177.992
27 Lugo	Mujeres	2012	179.366
27 Lugo	Mujeres	2011	180.676
27 Lugo	Mujeres	2010	181.521
27 Lugo	Mujeres	2009	182.252
27 Lugo	Mujeres	2008	182.635
27 Lugo	Mujeres	2007	182.754
28 Madrid	Hombres	2021	3.229.700
28 Madrid	Hombres	2020	3.243.793
28 Madrid	Hombres	2019	3.187.312
28 Madrid	Hombres	2018	3.147.872
28 Madrid	Hombres	2017	3.115.522
28 Madrid	Hombres	2016	3.098.631
28 Madrid	Hombres	2015	3.087.022
28 Madrid	Hombres	2014	3.099.641
28 Madrid	Hombres	2013	3.123.724
28 Madrid	Hombres	2012	3.130.241
28 Madrid	Hombres	2011	3.132.844
28 Madrid	Hombres	2010	3.124.438
28 Madrid	Hombres	2009	3.094.874
28 Madrid	Hombres	2008	3.040.658
28 Madrid	Hombres	2007	2.943.778
28 Madrid	Mujeres	2021	3.521.551
28 Madrid	Mujeres	2020	3.536.095
28 Madrid	Mujeres	2019	3.476.082
28 Madrid	Mujeres	2018	3.430.207
28 Madrid	Mujeres	2017	3.391.662
28 Madrid	Mujeres	2016	3.368.365
28 Madrid	Mujeres	2015	3.349.974
28 Madrid	Mujeres	2014	3.354.799
28 Madrid	Mujeres	2013	3.371.827
28 Madrid	Mujeres	2012	3.368.319
28 Madrid	Mujeres	2011	3.356.836
28 Madrid	Mujeres	2010	3.334.246
28 Madrid	Mujeres	2009	3.292.058
28 Madrid	Mujeres	2008	3.230.980
28 Madrid	Mujeres	2007	3.137.911
29 Málaga	Hombres	2021	829.976
29 Málaga	Hombres	2020	825.450
29 Málaga	Hombres	2019	814.349
29 Málaga	Hombres	2018	804.858
29 Málaga	Hombres	2017	800.551
29 Málaga	Hombres	2016	800.630
29 Málaga	Hombres	2015	800.767
29 Málaga	Hombres	2014	797.639
29 Málaga	Hombres	2013	813.878
29 Málaga	Hombres	2012	808.527
29 Málaga	Hombres	2011	801.126
29 Málaga	Hombres	2010	793.575
29 Málaga	Hombres	2009	786.393
29 Málaga	Hombres	2008	773.012
29 Málaga	Hombres	2007	750.682
29 Málaga	Mujeres	2021	865.675
29 Málaga	Mujeres	2020	860.470
29 Málaga	Mujeres	2019	847.436
29 Málaga	Mujeres	2018	836.263
29 Málaga	Mujeres	2017	830.064
29 Málaga	Mujeres	2016	828.668
29 Málaga	Mujeres	2015	828.206
29 Málaga	Mujeres	2014	824.329
29 Málaga	Mujeres	2013	839.121
29 Málaga	Mujeres	2012	832.571
29 Málaga	Mujeres	2011	824.701
29 Málaga	Mujeres	2010	815.982
29 Málaga	Mujeres	2009	806.675
29 Málaga	Mujeres	2008	790.249
29 Málaga	Mujeres	2007	766.841
30 Murcia	Hombres	2021	760.362
30 Murcia	Hombres	2020	756.699
30 Murcia	Hombres	2019	747.615
30 Murcia	Hombres	2018	740.143
30 Murcia	Hombres	2017	736.238
30 Murcia	Hombres	2016	733.555
30 Murcia	Hombres	2015	735.434
30 Murcia	Hombres	2014	735.889
30 Murcia	Hombres	2013	739.842
30 Murcia	Hombres	2012	742.727
30 Murcia	Hombres	2011	741.581
30 Murcia	Hombres	2010	738.627
30 Murcia	Hombres	2009	731.609
30 Murcia	Hombres	2008	722.999
30 Murcia	Hombres	2007	706.326
30 Murcia	Mujeres	2021	758.124
30 Murcia	Mujeres	2020	754.552
30 Murcia	Mujeres	2019	746.283
30 Murcia	Mujeres	2018	738.366
30 Murcia	Mujeres	2017	734.035
30 Murcia	Mujeres	2016	731.292
30 Murcia	Mujeres	2015	731.854
30 Murcia	Mujeres	2014	730.929
30 Murcia	Mujeres	2013	732.207
30 Murcia	Mujeres	2012	731.722
30 Murcia	Mujeres	2011	728.488
30 Murcia	Mujeres	2010	723.352
30 Murcia	Mujeres	2009	714.911
30 Murcia	Mujeres	2008	703.110
30 Murcia	Mujeres	2007	685.791
31 Navarra	Hombres	2021	327.465
31 Navarra	Hombres	2020	327.226
31 Navarra	Hombres	2019	323.631
31 Navarra	Hombres	2018	320.469
31 Navarra	Hombres	2017	318.671
31 Navarra	Hombres	2016	317.840
31 Navarra	Hombres	2015	317.885
31 Navarra	Hombres	2014	318.486
31 Navarra	Hombres	2013	320.933
31 Navarra	Hombres	2012	321.453
31 Navarra	Hombres	2011	320.656
31 Navarra	Hombres	2010	318.423
31 Navarra	Hombres	2009	315.486
31 Navarra	Hombres	2008	310.282
31 Navarra	Hombres	2007	302.330
31 Navarra	Mujeres	2021	334.072
31 Navarra	Mujeres	2020	333.971
31 Navarra	Mujeres	2019	330.583
31 Navarra	Mujeres	2018	327.085
31 Navarra	Mujeres	2017	324.563
31 Navarra	Mujeres	2016	322.807
31 Navarra	Mujeres	2015	322.591
31 Navarra	Mujeres	2014	322.304
31 Navarra	Mujeres	2013	323.544
31 Navarra	Mujeres	2012	323.113
31 Navarra	Mujeres	2011	321.395
31 Navarra	Mujeres	2010	318.501
31 Navarra	Mujeres	2009	315.092
31 Navarra	Mujeres	2008	310.095
31 Navarra	Mujeres	2007	303.546
32 Ourense	Hombres	2021	146.495
32 Ourense	Hombres	2020	147.078
32 Ourense	Hombres	2019	147.522
32 Ourense	Hombres	2018	148.426
32 Ourense	Hombres	2017	149.689
32 Ourense	Hombres	2016	151.226
32 Ourense	Hombres	2015	153.043
32 Ourense	Hombres	2014	155.090
32 Ourense	Hombres	2013	157.425
32 Ourense	Hombres	2012	159.175
32 Ourense	Hombres	2011	160.570
32 Ourense	Hombres	2010	161.346
32 Ourense	Hombres	2009	161.454
32 Ourense	Hombres	2008	161.848
32 Ourense	Hombres	2007	162.026
32 Ourense	Mujeres	2021	158.728
32 Ourense	Mujeres	2020	159.572
32 Ourense	Mujeres	2019	160.129
32 Ourense	Mujeres	2018	160.867
32 Ourense	Mujeres	2017	161.991
32 Ourense	Mujeres	2016	163.627
32 Ourense	Mujeres	2015	165.348
32 Ourense	Mujeres	2014	167.203
32 Ourense	Mujeres	2013	169.299
32 Ourense	Mujeres	2012	171.082
32 Ourense	Mujeres	2011	172.687
32 Ourense	Mujeres	2010	173.873
32 Ourense	Mujeres	2009	174.188
32 Ourense	Mujeres	2008	174.251
32 Ourense	Mujeres	2007	174.900
34 Palencia	Hombres	2021	78.841
34 Palencia	Hombres	2020	79.457
34 Palencia	Hombres	2019	79.808
34 Palencia	Hombres	2018	80.323
34 Palencia	Hombres	2017	80.943
34 Palencia	Hombres	2016	81.609
34 Palencia	Hombres	2015	82.232
34 Palencia	Hombres	2014	82.997
34 Palencia	Hombres	2013	83.696
34 Palencia	Hombres	2012	84.630
34 Palencia	Hombres	2011	85.118
34 Palencia	Hombres	2010	85.543
34 Palencia	Hombres	2009	85.950
34 Palencia	Hombres	2008	85.852
34 Palencia	Hombres	2007	85.505
34 Palencia	Mujeres	2021	80.282
34 Palencia	Mujeres	2020	80.864
34 Palencia	Mujeres	2019	81.172
34 Palencia	Mujeres	2018	81.712
34 Palencia	Mujeres	2017	82.447
34 Palencia	Mujeres	2016	83.035
34 Palencia	Mujeres	2015	83.803
34 Palencia	Mujeres	2014	84.612
34 Palencia	Mujeres	2013	85.259
34 Palencia	Mujeres	2012	86.083
34 Palencia	Mujeres	2011	86.550
34 Palencia	Mujeres	2010	86.967
34 Palencia	Mujeres	2009	87.356
34 Palencia	Mujeres	2008	87.602
34 Palencia	Mujeres	2007	87.776
35 Palmas, Las	Hombres	2021	561.281
35 Palmas, Las	Hombres	2020	562.694
35 Palmas, Las	Hombres	2019	557.774
35 Palmas, Las	Hombres	2018	552.555
35 Palmas, Las	Hombres	2017	548.716
35 Palmas, Las	Hombres	2016	547.928
35 Palmas, Las	Hombres	2015	548.849
35 Palmas, Las	Hombres	2014	550.166
35 Palmas, Las	Hombres	2013	553.010
35 Palmas, Las	Hombres	2012	552.185
35 Palmas, Las	Hombres	2011	551.241
35 Palmas, Las	Hombres	2010	548.699
35 Palmas, Las	Hombres	2009	545.990
35 Palmas, Las	Hombres	2008	540.105
35 Palmas, Las	Hombres	2007	526.349
35 Palmas, Las	Mujeres	2021	567.258
35 Palmas, Las	Mujeres	2020	568.371
35 Palmas, Las	Mujeres	2019	562.632
35 Palmas, Las	Mujeres	2018	556.620
35 Palmas, Las	Mujeres	2017	551.764
35 Palmas, Las	Mujeres	2016	549.872
35 Palmas, Las	Mujeres	2015	549.557
35 Palmas, Las	Mujeres	2014	549.861
35 Palmas, Las	Mujeres	2013	550.840
35 Palmas, Las	Mujeres	2012	548.628
35 Palmas, Las	Mujeres	2011	545.739
35 Palmas, Las	Mujeres	2010	541.906
35 Palmas, Las	Mujeres	2009	537.512
35 Palmas, Las	Mujeres	2008	529.927
35 Palmas, Las	Mujeres	2007	515.782
36 Pontevedra	Hombres	2021	455.910
36 Pontevedra	Hombres	2020	456.452
36 Pontevedra	Hombres	2019	455.286
36 Pontevedra	Hombres	2018	454.899
36 Pontevedra	Hombres	2017	455.617
36 Pontevedra	Hombres	2016	456.551
36 Pontevedra	Hombres	2015	458.114
36 Pontevedra	Hombres	2014	460.167
36 Pontevedra	Hombres	2013	462.605
36 Pontevedra	Hombres	2012	464.608
36 Pontevedra	Hombres	2011	466.691
36 Pontevedra	Hombres	2010	465.900
36 Pontevedra	Hombres	2009	464.365
36 Pontevedra	Hombres	2008	461.469
36 Pontevedra	Hombres	2007	458.359
36 Pontevedra	Mujeres	2021	488.365
36 Pontevedra	Mujeres	2020	488.956
36 Pontevedra	Mujeres	2019	487.379
36 Pontevedra	Mujeres	2018	486.873
36 Pontevedra	Mujeres	2017	487.114
36 Pontevedra	Mujeres	2016	487.795
36 Pontevedra	Mujeres	2015	489.260
36 Pontevedra	Mujeres	2014	490.752
36 Pontevedra	Mujeres	2013	492.445
36 Pontevedra	Mujeres	2012	493.820
36 Pontevedra	Mujeres	2011	496.820
36 Pontevedra	Mujeres	2010	496.572
36 Pontevedra	Mujeres	2009	495.399
36 Pontevedra	Mujeres	2008	491.931
36 Pontevedra	Mujeres	2007	489.280
26 Rioja, La	Hombres	2021	157.823
26 Rioja, La	Hombres	2020	157.835
26 Rioja, La	Hombres	2019	156.179
26 Rioja, La	Hombres	2018	155.758
26 Rioja, La	Hombres	2017	155.508
26 Rioja, La	Hombres	2016	155.969
26 Rioja, La	Hombres	2015	156.733
26 Rioja, La	Hombres	2014	158.090
26 Rioja, La	Hombres	2013	160.159
26 Rioja, La	Hombres	2012	161.574
26 Rioja, La	Hombres	2011	161.582
26 Rioja, La	Hombres	2010	161.884
26 Rioja, La	Hombres	2009	162.173
26 Rioja, La	Hombres	2008	160.342
26 Rioja, La	Hombres	2007	155.773
26 Rioja, La	Mujeres	2021	161.973
26 Rioja, La	Mujeres	2020	162.079
26 Rioja, La	Mujeres	2019	160.619
26 Rioja, La	Mujeres	2018	159.917
26 Rioja, La	Mujeres	2017	159.873
26 Rioja, La	Mujeres	2016	159.825
26 Rioja, La	Mujeres	2015	160.320
26 Rioja, La	Mujeres	2014	160.912
26 Rioja, La	Mujeres	2013	161.868
26 Rioja, La	Mujeres	2012	162.035
26 Rioja, La	Mujeres	2011	161.373
26 Rioja, La	Mujeres	2010	160.531
26 Rioja, La	Mujeres	2009	159.529
26 Rioja, La	Mujeres	2008	157.159
26 Rioja, La	Mujeres	2007	153.195
37 Salamanca	Hombres	2021	158.874
37 Salamanca	Hombres	2020	159.929
37 Salamanca	Hombres	2019	160.364
37 Salamanca	Hombres	2018	161.065
37 Salamanca	Hombres	2017	162.273
37 Salamanca	Hombres	2016	163.613
37 Salamanca	Hombres	2015	165.379
37 Salamanca	Hombres	2014	167.061
37 Salamanca	Hombres	2013	168.950
37 Salamanca	Hombres	2012	171.489
37 Salamanca	Hombres	2011	172.584
37 Salamanca	Hombres	2010	172.934
37 Salamanca	Hombres	2009	173.512
37 Salamanca	Hombres	2008	172.878
37 Salamanca	Hombres	2007	171.572
37 Salamanca	Mujeres	2021	168.464
37 Salamanca	Mujeres	2020	169.316
37 Salamanca	Mujeres	2019	169.755
37 Salamanca	Mujeres	2018	170.408
37 Salamanca	Mujeres	2017	171.330
37 Salamanca	Mujeres	2016	172.372
37 Salamanca	Mujeres	2015	174.016
37 Salamanca	Mujeres	2014	175.398
37 Salamanca	Mujeres	2013	176.598
37 Salamanca	Mujeres	2012	179.075
37 Salamanca	Mujeres	2011	180.402
37 Salamanca	Mujeres	2010	180.685
37 Salamanca	Mujeres	2009	181.096
37 Salamanca	Mujeres	2008	180.526
37 Salamanca	Mujeres	2007	179.754
38 Santa Cruz de Tenerife	Hombres	2021	512.899
38 Santa Cruz de Tenerife	Hombres	2020	513.491
38 Santa Cruz de Tenerife	Hombres	2019	508.197
38 Santa Cruz de Tenerife	Hombres	2018	501.477
38 Santa Cruz de Tenerife	Hombres	2017	496.397
38 Santa Cruz de Tenerife	Hombres	2016	494.910
38 Santa Cruz de Tenerife	Hombres	2015	494.354
38 Santa Cruz de Tenerife	Hombres	2014	496.207
38 Santa Cruz de Tenerife	Hombres	2013	502.292
38 Santa Cruz de Tenerife	Hombres	2012	504.055
38 Santa Cruz de Tenerife	Hombres	2011	510.350
38 Santa Cruz de Tenerife	Hombres	2010	510.007
38 Santa Cruz de Tenerife	Hombres	2009	506.646
38 Santa Cruz de Tenerife	Hombres	2008	500.032
38 Santa Cruz de Tenerife	Hombres	2007	489.144
38 Santa Cruz de Tenerife	Mujeres	2021	531.506
38 Santa Cruz de Tenerife	Mujeres	2020	531.396
38 Santa Cruz de Tenerife	Mujeres	2019	524.786
38 Santa Cruz de Tenerife	Mujeres	2018	517.033
38 Santa Cruz de Tenerife	Mujeres	2017	511.244
38 Santa Cruz de Tenerife	Mujeres	2016	509.214
38 Santa Cruz de Tenerife	Mujeres	2015	507.546
38 Santa Cruz de Tenerife	Mujeres	2014	508.581
38 Santa Cruz de Tenerife	Mujeres	2013	512.537
38 Santa Cruz de Tenerife	Mujeres	2012	513.476
38 Santa Cruz de Tenerife	Mujeres	2011	519.439
38 Santa Cruz de Tenerife	Mujeres	2010	517.907
38 Santa Cruz de Tenerife	Mujeres	2009	513.844
38 Santa Cruz de Tenerife	Mujeres	2008	505.904
38 Santa Cruz de Tenerife	Mujeres	2007	494.676
40 Segovia	Hombres	2021	77.071
40 Segovia	Hombres	2020	77.033
40 Segovia	Hombres	2019	76.813
40 Segovia	Hombres	2018	76.979
40 Segovia	Hombres	2017	77.443
40 Segovia	Hombres	2016	78.271
40 Segovia	Hombres	2015	79.355
40 Segovia	Hombres	2014	80.316
40 Segovia	Hombres	2013	81.598
40 Segovia	Hombres	2012	82.695
40 Segovia	Hombres	2011	82.967
40 Segovia	Hombres	2010	83.034
40 Segovia	Hombres	2009	83.636
40 Segovia	Hombres	2008	83.252
40 Segovia	Hombres	2007	80.492
40 Segovia	Mujeres	2021	76.592
40 Segovia	Mujeres	2020	76.445
40 Segovia	Mujeres	2019	76.316
40 Segovia	Mujeres	2018	76.363
40 Segovia	Mujeres	2017	76.741
40 Segovia	Mujeres	2016	77.381
40 Segovia	Mujeres	2015	78.215
40 Segovia	Mujeres	2014	78.987
40 Segovia	Mujeres	2013	80.104
40 Segovia	Mujeres	2012	81.006
40 Segovia	Mujeres	2011	81.202
40 Segovia	Mujeres	2010	81.234
40 Segovia	Mujeres	2009	81.218
40 Segovia	Mujeres	2008	80.647
40 Segovia	Mujeres	2007	78.830
41 Sevilla	Hombres	2021	951.083
41 Sevilla	Hombres	2020	952.695
41 Sevilla	Hombres	2019	949.212
41 Sevilla	Hombres	2018	948.699
41 Sevilla	Hombres	2017	948.817
41 Sevilla	Hombres	2016	949.432
41 Sevilla	Hombres	2015	950.587
41 Sevilla	Hombres	2014	950.883
41 Sevilla	Hombres	2013	951.597
41 Sevilla	Hombres	2012	950.413
41 Sevilla	Hombres	2011	945.766
41 Sevilla	Hombres	2010	940.416
41 Sevilla	Hombres	2009	932.941
41 Sevilla	Hombres	2008	921.256
41 Sevilla	Hombres	2007	907.853
41 Sevilla	Mujeres	2021	996.769
41 Sevilla	Mujeres	2020	997.524
41 Sevilla	Mujeres	2019	993.177
41 Sevilla	Mujeres	2018	991.188
41 Sevilla	Mujeres	2017	990.710
41 Sevilla	Mujeres	2016	990.343
41 Sevilla	Mujeres	2015	990.893
41 Sevilla	Mujeres	2014	990.472
41 Sevilla	Mujeres	2013	990.558
41 Sevilla	Mujeres	2012	988.561
41 Sevilla	Mujeres	2011	983.196
41 Sevilla	Mujeres	2010	976.681
41 Sevilla	Mujeres	2009	967.283
41 Sevilla	Mujeres	2008	954.206
41 Sevilla	Mujeres	2007	941.415
42 Soria	Hombres	2021	44.920
42 Soria	Hombres	2020	44.927
42 Soria	Hombres	2019	44.814
42 Soria	Hombres	2018	44.800
42 Soria	Hombres	2017	44.986
42 Soria	Hombres	2016	45.595
42 Soria	Hombres	2015	46.077
42 Soria	Hombres	2014	46.723
42 Soria	Hombres	2013	47.336
42 Soria	Hombres	2012	47.979
42 Soria	Hombres	2011	48.347
42 Soria	Hombres	2010	48.400
42 Soria	Hombres	2009	48.286
42 Soria	Hombres	2008	47.881
42 Soria	Hombres	2007	47.174
42 Soria	Mujeres	2021	43.827
42 Soria	Mujeres	2020	43.957
42 Soria	Mujeres	2019	43.822
42 Soria	Mujeres	2018	43.800
42 Soria	Mujeres	2017	43.917
42 Soria	Mujeres	2016	44.445
42 Soria	Mujeres	2015	44.929
42 Soria	Mujeres	2014	45.498
42 Soria	Mujeres	2013	45.955
42 Soria	Mujeres	2012	46.543
42 Soria	Mujeres	2011	46.876
42 Soria	Mujeres	2010	46.858
42 Soria	Mujeres	2009	46.815
42 Soria	Mujeres	2008	46.765
42 Soria	Mujeres	2007	46.419
43 Tarragona	Hombres	2021	410.656
43 Tarragona	Hombres	2020	408.142
43 Tarragona	Hombres	2019	401.258
43 Tarragona	Hombres	2018	396.661
43 Tarragona	Hombres	2017	394.905
43 Tarragona	Hombres	2016	395.737
43 Tarragona	Hombres	2015	397.730
43 Tarragona	Hombres	2014	401.634
43 Tarragona	Hombres	2013	407.451
43 Tarragona	Hombres	2012	410.461
43 Tarragona	Hombres	2011	409.732
43 Tarragona	Hombres	2010	409.041
43 Tarragona	Hombres	2009	407.904
43 Tarragona	Hombres	2008	402.024
43 Tarragona	Hombres	2007	385.081
43 Tarragona	Mujeres	2021	411.653
43 Tarragona	Mujeres	2020	408.630
43 Tarragona	Mujeres	2019	403.406
43 Tarragona	Mujeres	2018	399.241
43 Tarragona	Mujeres	2017	396.788
43 Tarragona	Mujeres	2016	396.562
43 Tarragona	Mujeres	2015	397.371
43 Tarragona	Mujeres	2014	399.328
43 Tarragona	Mujeres	2013	402.727
43 Tarragona	Mujeres	2012	403.738
43 Tarragona	Mujeres	2011	401.669
43 Tarragona	Mujeres	2010	399.379
43 Tarragona	Mujeres	2009	395.397
43 Tarragona	Mujeres	2008	386.871
43 Tarragona	Mujeres	2007	372.714
44 Teruel	Hombres	2021	68.287
44 Teruel	Hombres	2020	67.975
44 Teruel	Hombres	2019	67.927
44 Teruel	Hombres	2018	68.060
44 Teruel	Hombres	2017	68.684
44 Teruel	Hombres	2016	69.504
44 Teruel	Hombres	2015	70.605
44 Teruel	Hombres	2014	71.449
44 Teruel	Hombres	2013	72.529
44 Teruel	Hombres	2012	73.478
44 Teruel	Hombres	2011	74.008
44 Teruel	Hombres	2010	74.563
44 Teruel	Hombres	2009	75.733
44 Teruel	Hombres	2008	75.777
44 Teruel	Hombres	2007	74.262
44 Teruel	Mujeres	2021	66.258
44 Teruel	Mujeres	2020	66.201
44 Teruel	Mujeres	2019	66.210
44 Teruel	Mujeres	2018	66.512
44 Teruel	Mujeres	2017	66.878
44 Teruel	Mujeres	2016	67.473
44 Teruel	Mujeres	2015	68.327
44 Teruel	Mujeres	2014	68.916
44 Teruel	Mujeres	2013	69.654
44 Teruel	Mujeres	2012	70.250
44 Teruel	Mujeres	2011	70.599
44 Teruel	Mujeres	2010	70.714
44 Teruel	Mujeres	2009	71.018
44 Teruel	Mujeres	2008	70.547
44 Teruel	Mujeres	2007	69.784
45 Toledo	Hombres	2021	356.418
45 Toledo	Hombres	2020	353.548
