año,trimestre,origen_denuncia,provincia,comunidad,total_denuncias
2017,cuarto,asistencia_terceros,teruel,aragon,3
2018,primero,victima,teruel,aragon,0
2018,primero,familiar,teruel,aragon,0
2018,primero,policia_victima,teruel,aragon,61
2018,primero,policia_familiar,teruel,aragon,0
2018,primero,intervencion_policial_directa,teruel,aragon,7
2018,primero,parte_lesiones,teruel,aragon,3
2018,primero,asistencia_terceros,teruel,aragon,0
2018,segundo,victima,teruel,aragon,0
2018,segundo,familiar,teruel,aragon,0
2018,segundo,policia_victima,teruel,aragon,54
2018,segundo,policia_familiar,teruel,aragon,0
2018,segundo,intervencion_policial_directa,teruel,aragon,2
2018,segundo,parte_lesiones,teruel,aragon,0
2018,segundo,asistencia_terceros,teruel,aragon,1
2018,tercero,victima,teruel,aragon,0
2018,tercero,familiar,teruel,aragon,0
2018,tercero,policia_victima,teruel,aragon,56
2018,tercero,policia_familiar,teruel,aragon,2
2018,tercero,intervencion_policial_directa,teruel,aragon,5
2018,tercero,parte_lesiones,teruel,aragon,0
2018,tercero,asistencia_terceros,teruel,aragon,5
2018,cuarto,victima,teruel,aragon,0
2018,cuarto,familiar,teruel,aragon,0
2018,cuarto,policia_victima,teruel,aragon,30
2018,cuarto,policia_familiar,teruel,aragon,0
2018,cuarto,intervencion_policial_directa,teruel,aragon,0
2018,cuarto,parte_lesiones,teruel,aragon,2
2018,cuarto,asistencia_terceros,teruel,aragon,0
2019,primero,victima,teruel,aragon,0
2019,primero,familiar,teruel,aragon,2
2019,primero,policia_victima,teruel,aragon,44
2019,primero,policia_familiar,teruel,aragon,0
2019,primero,intervencion_policial_directa,teruel,aragon,1
2019,primero,parte_lesiones,teruel,aragon,1
2019,primero,asistencia_terceros,teruel,aragon,3
2019,segundo,victima,teruel,aragon,0
2019,segundo,familiar,teruel,aragon,0
2019,segundo,policia_victima,teruel,aragon,45
2019,segundo,policia_familiar,teruel,aragon,2
2019,segundo,intervencion_policial_directa,teruel,aragon,3
2019,segundo,parte_lesiones,teruel,aragon,0
2019,segundo,asistencia_terceros,teruel,aragon,1
2019,tercero,victima,teruel,aragon,0
2019,tercero,familiar,teruel,aragon,0
2019,tercero,policia_victima,teruel,aragon,47
2019,tercero,policia_familiar,teruel,aragon,3
2019,tercero,intervencion_policial_directa,teruel,aragon,0
2019,tercero,parte_lesiones,teruel,aragon,0
2019,tercero,asistencia_terceros,teruel,aragon,0
2019,cuarto,victima,teruel,aragon,0
2019,cuarto,familiar,teruel,aragon,0
2019,cuarto,policia_victima,teruel,aragon,42
2019,cuarto,policia_familiar,teruel,aragon,2
2019,cuarto,intervencion_policial_directa,teruel,aragon,2
2019,cuarto,parte_lesiones,teruel,aragon,6
2019,cuarto,asistencia_terceros,teruel,aragon,0
2020,primero,victima,teruel,aragon,0
2020,primero,familiar,teruel,aragon,0
2020,primero,policia_victima,teruel,aragon,46
2020,primero,policia_familiar,teruel,aragon,6
2020,primero,intervencion_policial_directa,teruel,aragon,1
2020,primero,parte_lesiones,teruel,aragon,4
2020,primero,asistencia_terceros,teruel,aragon,0
2020,segundo,victima,teruel,aragon,0
2020,segundo,familiar,teruel,aragon,0
2020,segundo,policia_victima,teruel,aragon,32
2020,segundo,policia_familiar,teruel,aragon,2
2020,segundo,intervencion_policial_directa,teruel,aragon,4
2020,segundo,parte_lesiones,teruel,aragon,2
2020,segundo,asistencia_terceros,teruel,aragon,2
2020,tercero,victima,teruel,aragon,0
2020,tercero,familiar,teruel,aragon,0
2020,tercero,policia_victima,teruel,aragon,36
2020,tercero,policia_familiar,teruel,aragon,0
2020,tercero,intervencion_policial_directa,teruel,aragon,4
2020,tercero,parte_lesiones,teruel,aragon,0
2020,tercero,asistencia_terceros,teruel,aragon,0
2020,cuarto,victima,teruel,aragon,0
2020,cuarto,familiar,teruel,aragon,0
2020,cuarto,policia_victima,teruel,aragon,21
2020,cuarto,policia_familiar,teruel,aragon,0
2020,cuarto,intervencion_policial_directa,teruel,aragon,2
2020,cuarto,parte_lesiones,teruel,aragon,1
2020,cuarto,asistencia_terceros,teruel,aragon,2
2021,primero,victima,teruel,aragon,2
2021,primero,familiar,teruel,aragon,0
2021,primero,policia_victima,teruel,aragon,30
2021,primero,policia_familiar,teruel,aragon,2
2021,primero,intervencion_policial_directa,teruel,aragon,4
2021,primero,parte_lesiones,teruel,aragon,1
2021,primero,asistencia_terceros,teruel,aragon,0
2021,segundo,victima,teruel,aragon,1
2021,segundo,familiar,teruel,aragon,0
2021,segundo,policia_victima,teruel,aragon,33
2021,segundo,policia_familiar,teruel,aragon,0
2021,segundo,intervencion_policial_directa,teruel,aragon,4
2021,segundo,parte_lesiones,teruel,aragon,0
2021,segundo,asistencia_terceros,teruel,aragon,2
2021,tercero,victima,teruel,aragon,1
2021,tercero,familiar,teruel,aragon,0
2021,tercero,policia_victima,teruel,aragon,65
2021,tercero,policia_familiar,teruel,aragon,1
2021,tercero,intervencion_policial_directa,teruel,aragon,1
2021,tercero,parte_lesiones,teruel,aragon,2
2021,tercero,asistencia_terceros,teruel,aragon,0
2021,cuarto,victima,teruel,aragon,1
2021,cuarto,familiar,teruel,aragon,0
2021,cuarto,policia_victima,teruel,aragon,37
2021,cuarto,policia_familiar,teruel,aragon,0
2021,cuarto,intervencion_policial_directa,teruel,aragon,5
2021,cuarto,parte_lesiones,teruel,aragon,2
2021,cuarto,asistencia_terceros,teruel,aragon,2
2022,primero,victima,teruel,aragon,0
2022,primero,familiar,teruel,aragon,0
2022,primero,policia_victima,teruel,aragon,31
2022,primero,policia_familiar,teruel,aragon,3
2022,primero,intervencion_policial_directa,teruel,aragon,8
2022,primero,parte_lesiones,teruel,aragon,2
2022,primero,asistencia_terceros,teruel,aragon,4
2022,segundo,victima,teruel,aragon,0
2022,segundo,familiar,teruel,aragon,2
2022,segundo,policia_victima,teruel,aragon,54
2022,segundo,policia_familiar,teruel,aragon,2
2022,segundo,intervencion_policial_directa,teruel,aragon,11
2022,segundo,parte_lesiones,teruel,aragon,1
2022,segundo,asistencia_terceros,teruel,aragon,4
2022,tercero,victima,teruel,aragon,0
2022,tercero,familiar,teruel,aragon,10
2022,tercero,policia_victima,teruel,aragon,33
2022,tercero,policia_familiar,teruel,aragon,5
2022,tercero,intervencion_policial_directa,teruel,aragon,14
2022,tercero,parte_lesiones,teruel,aragon,6
2022,tercero,asistencia_terceros,teruel,aragon,13
2022,cuarto,victima,teruel,aragon,0
2022,cuarto,familiar,teruel,aragon,0
2022,cuarto,policia_victima,teruel,aragon,59
2022,cuarto,policia_familiar,teruel,aragon,1
2022,cuarto,intervencion_policial_directa,teruel,aragon,3
2022,cuarto,parte_lesiones,teruel,aragon,3
2022,cuarto,asistencia_terceros,teruel,aragon,2
2023,primero,victima,teruel,aragon,0
2023,primero,familiar,teruel,aragon,2
2023,primero,policia_victima,teruel,aragon,43
2023,primero,policia_familiar,teruel,aragon,0
2023,primero,intervencion_policial_directa,teruel,aragon,7
2023,primero,parte_lesiones,teruel,aragon,8
2023,primero,asistencia_terceros,teruel,aragon,0
2023,segundo,victima,teruel,aragon,0
2023,segundo,familiar,teruel,aragon,0
2023,segundo,policia_victima,teruel,aragon,54
2023,segundo,policia_familiar,teruel,aragon,4
2023,segundo,intervencion_policial_directa,teruel,aragon,10
2023,segundo,parte_lesiones,teruel,aragon,9
2023,segundo,asistencia_terceros,teruel,aragon,0
2009,primero,victima,zaragoza,aragon,19
2009,primero,familiar,zaragoza,aragon,1
2009,primero,policia_victima,zaragoza,aragon,409
2009,primero,policia_familiar,zaragoza,aragon,8
2009,primero,intervencion_policial_directa,zaragoza,aragon,72
2009,primero,parte_lesiones,zaragoza,aragon,44
2009,primero,asistencia_terceros,zaragoza,aragon,12
2009,segundo,victima,zaragoza,aragon,11
2009,segundo,familiar,zaragoza,aragon,0
2009,segundo,policia_victima,zaragoza,aragon,380
2009,segundo,policia_familiar,zaragoza,aragon,56
2009,segundo,intervencion_policial_directa,zaragoza,aragon,25
2009,segundo,parte_lesiones,zaragoza,aragon,129
2009,segundo,asistencia_terceros,zaragoza,aragon,4
2009,tercero,victima,zaragoza,aragon,14
2009,tercero,familiar,zaragoza,aragon,0
2009,tercero,policia_victima,zaragoza,aragon,479
2009,tercero,policia_familiar,zaragoza,aragon,4
2009,tercero,intervencion_policial_directa,zaragoza,aragon,75
2009,tercero,parte_lesiones,zaragoza,aragon,107
2009,tercero,asistencia_terceros,zaragoza,aragon,3
2009,cuarto,victima,zaragoza,aragon,16
2009,cuarto,familiar,zaragoza,aragon,1
2009,cuarto,policia_victima,zaragoza,aragon,336
2009,cuarto,policia_familiar,zaragoza,aragon,10
2009,cuarto,intervencion_policial_directa,zaragoza,aragon,82
2009,cuarto,parte_lesiones,zaragoza,aragon,23
2009,cuarto,asistencia_terceros,zaragoza,aragon,2
2010,primero,victima,zaragoza,aragon,21
2010,primero,familiar,zaragoza,aragon,0
2010,primero,policia_victima,zaragoza,aragon,309
2010,primero,policia_familiar,zaragoza,aragon,3
2010,primero,intervencion_policial_directa,zaragoza,aragon,57
2010,primero,parte_lesiones,zaragoza,aragon,30
2010,primero,asistencia_terceros,zaragoza,aragon,9
2010,segundo,victima,zaragoza,aragon,30
2010,segundo,familiar,zaragoza,aragon,2
2010,segundo,policia_victima,zaragoza,aragon,412
2010,segundo,policia_familiar,zaragoza,aragon,1
2010,segundo,intervencion_policial_directa,zaragoza,aragon,68
2010,segundo,parte_lesiones,zaragoza,aragon,27
2010,segundo,asistencia_terceros,zaragoza,aragon,0
2010,tercero,victima,zaragoza,aragon,21
2010,tercero,familiar,zaragoza,aragon,0
2010,tercero,policia_victima,zaragoza,aragon,418
2010,tercero,policia_familiar,zaragoza,aragon,10
2010,tercero,intervencion_policial_directa,zaragoza,aragon,115
2010,tercero,parte_lesiones,zaragoza,aragon,14
2010,tercero,asistencia_terceros,zaragoza,aragon,5
2010,cuarto,victima,zaragoza,aragon,8
2010,cuarto,familiar,zaragoza,aragon,0
2010,cuarto,policia_victima,zaragoza,aragon,396
2010,cuarto,policia_familiar,zaragoza,aragon,4
2010,cuarto,intervencion_policial_directa,zaragoza,aragon,70
2010,cuarto,parte_lesiones,zaragoza,aragon,26
2010,cuarto,asistencia_terceros,zaragoza,aragon,0
2011,primero,victima,zaragoza,aragon,22
2011,primero,familiar,zaragoza,aragon,0
2011,primero,policia_victima,zaragoza,aragon,438
2011,primero,policia_familiar,zaragoza,aragon,8
2011,primero,intervencion_policial_directa,zaragoza,aragon,79
2011,primero,parte_lesiones,zaragoza,aragon,72
2011,primero,asistencia_terceros,zaragoza,aragon,0
2011,segundo,victima,zaragoza,aragon,11
2011,segundo,familiar,zaragoza,aragon,0
2011,segundo,policia_victima,zaragoza,aragon,463
2011,segundo,policia_familiar,zaragoza,aragon,2
2011,segundo,intervencion_policial_directa,zaragoza,aragon,93
2011,segundo,parte_lesiones,zaragoza,aragon,110
2011,segundo,asistencia_terceros,zaragoza,aragon,0
2011,tercero,victima,zaragoza,aragon,17
2011,tercero,familiar,zaragoza,aragon,0
2011,tercero,policia_victima,zaragoza,aragon,525
2011,tercero,policia_familiar,zaragoza,aragon,2
2011,tercero,intervencion_policial_directa,zaragoza,aragon,120
2011,tercero,parte_lesiones,zaragoza,aragon,128
2011,tercero,asistencia_terceros,zaragoza,aragon,0
2011,cuarto,victima,zaragoza,aragon,16
2011,cuarto,familiar,zaragoza,aragon,0
2011,cuarto,policia_victima,zaragoza,aragon,443
2011,cuarto,policia_familiar,zaragoza,aragon,2
2011,cuarto,intervencion_policial_directa,zaragoza,aragon,129
2011,cuarto,parte_lesiones,zaragoza,aragon,165
2011,cuarto,asistencia_terceros,zaragoza,aragon,0
2012,primero,victima,zaragoza,aragon,13
2012,primero,familiar,zaragoza,aragon,0
2012,primero,policia_victima,zaragoza,aragon,381
2012,primero,policia_familiar,zaragoza,aragon,7
2012,primero,intervencion_policial_directa,zaragoza,aragon,120
2012,primero,parte_lesiones,zaragoza,aragon,197
2012,primero,asistencia_terceros,zaragoza,aragon,5
2012,segundo,victima,zaragoza,aragon,10
2012,segundo,familiar,zaragoza,aragon,0
2012,segundo,policia_victima,zaragoza,aragon,406
2012,segundo,policia_familiar,zaragoza,aragon,2
2012,segundo,intervencion_policial_directa,zaragoza,aragon,114
2012,segundo,parte_lesiones,zaragoza,aragon,164
2012,segundo,asistencia_terceros,zaragoza,aragon,1
2012,tercero,victima,zaragoza,aragon,29
2012,tercero,familiar,zaragoza,aragon,0
2012,tercero,policia_victima,zaragoza,aragon,337
2012,tercero,policia_familiar,zaragoza,aragon,2
2012,tercero,intervencion_policial_directa,zaragoza,aragon,132
2012,tercero,parte_lesiones,zaragoza,aragon,74
2012,tercero,asistencia_terceros,zaragoza,aragon,97
2012,cuarto,victima,zaragoza,aragon,23
2012,cuarto,familiar,zaragoza,aragon,1
2012,cuarto,policia_victima,zaragoza,aragon,367
2012,cuarto,policia_familiar,zaragoza,aragon,1
2012,cuarto,intervencion_policial_directa,zaragoza,aragon,112
2012,cuarto,parte_lesiones,zaragoza,aragon,193
2012,cuarto,asistencia_terceros,zaragoza,aragon,5
2013,primero,victima,zaragoza,aragon,34
2013,primero,familiar,zaragoza,aragon,0
2013,primero,policia_victima,zaragoza,aragon,320
2013,primero,policia_familiar,zaragoza,aragon,0
2013,primero,intervencion_policial_directa,zaragoza,aragon,74
2013,primero,parte_lesiones,zaragoza,aragon,140
2013,primero,asistencia_terceros,zaragoza,aragon,0
2013,segundo,victima,zaragoza,aragon,38
2013,segundo,familiar,zaragoza,aragon,0
2013,segundo,policia_victima,zaragoza,aragon,364
2013,segundo,policia_familiar,zaragoza,aragon,0
2013,segundo,intervencion_policial_directa,zaragoza,aragon,78
2013,segundo,parte_lesiones,zaragoza,aragon,170
2013,segundo,asistencia_terceros,zaragoza,aragon,0
2013,tercero,victima,zaragoza,aragon,142
2013,tercero,familiar,zaragoza,aragon,0
2013,tercero,policia_victima,zaragoza,aragon,254
2013,tercero,policia_familiar,zaragoza,aragon,0
2013,tercero,intervencion_policial_directa,zaragoza,aragon,153
2013,tercero,parte_lesiones,zaragoza,aragon,140
2013,tercero,asistencia_terceros,zaragoza,aragon,0
2013,cuarto,victima,zaragoza,aragon,38
2013,cuarto,familiar,zaragoza,aragon,0
2013,cuarto,policia_victima,zaragoza,aragon,414
2013,cuarto,policia_familiar,zaragoza,aragon,2
2013,cuarto,intervencion_policial_directa,zaragoza,aragon,92
2013,cuarto,parte_lesiones,zaragoza,aragon,158
2013,cuarto,asistencia_terceros,zaragoza,aragon,21
2014,primero,victima,zaragoza,aragon,46
2014,primero,familiar,zaragoza,aragon,0
2014,primero,policia_victima,zaragoza,aragon,340
2014,primero,policia_familiar,zaragoza,aragon,5
2014,primero,intervencion_policial_directa,zaragoza,aragon,115
2014,primero,parte_lesiones,zaragoza,aragon,171
2014,primero,asistencia_terceros,zaragoza,aragon,18
2014,segundo,victima,zaragoza,aragon,32
2014,segundo,familiar,zaragoza,aragon,2
2014,segundo,policia_victima,zaragoza,aragon,307
2014,segundo,policia_familiar,zaragoza,aragon,5
2014,segundo,intervencion_policial_directa,zaragoza,aragon,179
2014,segundo,parte_lesiones,zaragoza,aragon,139
2014,segundo,asistencia_terceros,zaragoza,aragon,49
2014,tercero,victima,zaragoza,aragon,11
2014,tercero,familiar,zaragoza,aragon,0
2014,tercero,policia_victima,zaragoza,aragon,393
2014,tercero,policia_familiar,zaragoza,aragon,2
2014,tercero,intervencion_policial_directa,zaragoza,aragon,138
2014,tercero,parte_lesiones,zaragoza,aragon,155
2014,tercero,asistencia_terceros,zaragoza,aragon,19
2014,cuarto,victima,zaragoza,aragon,17
2014,cuarto,familiar,zaragoza,aragon,12
2014,cuarto,policia_victima,zaragoza,aragon,204
2014,cuarto,policia_familiar,zaragoza,aragon,0
2014,cuarto,intervencion_policial_directa,zaragoza,aragon,357
2014,cuarto,parte_lesiones,zaragoza,aragon,70
2014,cuarto,asistencia_terceros,zaragoza,aragon,5
2015,primero,victima,zaragoza,aragon,24
2015,primero,familiar,zaragoza,aragon,181
2015,primero,policia_victima,zaragoza,aragon,37
2015,primero,policia_familiar,zaragoza,aragon,36
2015,primero,intervencion_policial_directa,zaragoza,aragon,363
2015,primero,parte_lesiones,zaragoza,aragon,1
2015,primero,asistencia_terceros,zaragoza,aragon,7
2015,segundo,victima,zaragoza,aragon,13
2015,segundo,familiar,zaragoza,aragon,0
2015,segundo,policia_victima,zaragoza,aragon,256
2015,segundo,policia_familiar,zaragoza,aragon,0
2015,segundo,intervencion_policial_directa,zaragoza,aragon,373
2015,segundo,parte_lesiones,zaragoza,aragon,82
2015,segundo,asistencia_terceros,zaragoza,aragon,0
2015,tercero,victima,zaragoza,aragon,18
2015,tercero,familiar,zaragoza,aragon,0
2015,tercero,policia_victima,zaragoza,aragon,221
2015,tercero,policia_familiar,zaragoza,aragon,0
2015,tercero,intervencion_policial_directa,zaragoza,aragon,119
2015,tercero,parte_lesiones,zaragoza,aragon,33
2015,tercero,asistencia_terceros,zaragoza,aragon,0
2015,cuarto,victima,zaragoza,aragon,18
2015,cuarto,familiar,zaragoza,aragon,0
2015,cuarto,policia_victima,zaragoza,aragon,125
2015,cuarto,policia_familiar,zaragoza,aragon,0
2015,cuarto,intervencion_policial_directa,zaragoza,aragon,241
2015,cuarto,parte_lesiones,zaragoza,aragon,41
2015,cuarto,asistencia_terceros,zaragoza,aragon,0
2016,primero,victima,zaragoza,aragon,9
2016,primero,familiar,zaragoza,aragon,0
2016,primero,policia_victima,zaragoza,aragon,440
2016,primero,policia_familiar,zaragoza,aragon,0
2016,primero,intervencion_policial_directa,zaragoza,aragon,28
2016,primero,parte_lesiones,zaragoza,aragon,31
2016,primero,asistencia_terceros,zaragoza,aragon,0
2016,segundo,victima,zaragoza,aragon,0
2016,segundo,familiar,zaragoza,aragon,1
2016,segundo,policia_victima,zaragoza,aragon,514
2016,segundo,policia_familiar,zaragoza,aragon,0
2016,segundo,intervencion_policial_directa,zaragoza,aragon,111
2016,segundo,parte_lesiones,zaragoza,aragon,76
2016,segundo,asistencia_terceros,zaragoza,aragon,0
2016,tercero,victima,zaragoza,aragon,2
2016,tercero,familiar,zaragoza,aragon,0
2016,tercero,policia_victima,zaragoza,aragon,552
2016,tercero,policia_familiar,zaragoza,aragon,3
2016,tercero,intervencion_policial_directa,zaragoza,aragon,143
2016,tercero,parte_lesiones,zaragoza,aragon,46
2016,tercero,asistencia_terceros,zaragoza,aragon,0
2016,cuarto,victima,zaragoza,aragon,6
2016,cuarto,familiar,zaragoza,aragon,0
2016,cuarto,policia_victima,zaragoza,aragon,532
2016,cuarto,policia_familiar,zaragoza,aragon,6
2016,cuarto,intervencion_policial_directa,zaragoza,aragon,139
2016,cuarto,parte_lesiones,zaragoza,aragon,45
2016,cuarto,asistencia_terceros,zaragoza,aragon,0
2017,primero,victima,zaragoza,aragon,2
2017,primero,familiar,zaragoza,aragon,0
2017,primero,policia_victima,zaragoza,aragon,530
2017,primero,policia_familiar,zaragoza,aragon,6
2017,primero,intervencion_policial_directa,zaragoza,aragon,244
2017,primero,parte_lesiones,zaragoza,aragon,18
2017,primero,asistencia_terceros,zaragoza,aragon,0
2017,segundo,victima,zaragoza,aragon,0
2017,segundo,familiar,zaragoza,aragon,0
2017,segundo,policia_victima,zaragoza,aragon,463
2017,segundo,policia_familiar,zaragoza,aragon,3
2017,segundo,intervencion_policial_directa,zaragoza,aragon,281
2017,segundo,parte_lesiones,zaragoza,aragon,31
2017,segundo,asistencia_terceros,zaragoza,aragon,0
2017,tercero,victima,zaragoza,aragon,6
2017,tercero,familiar,zaragoza,aragon,0
2017,tercero,policia_victima,zaragoza,aragon,661
2017,tercero,policia_familiar,zaragoza,aragon,7
2017,tercero,intervencion_policial_directa,zaragoza,aragon,130
2017,tercero,parte_lesiones,zaragoza,aragon,41
2017,tercero,asistencia_terceros,zaragoza,aragon,0
2017,cuarto,victima,zaragoza,aragon,12
2017,cuarto,familiar,zaragoza,aragon,0
2017,cuarto,policia_victima,zaragoza,aragon,593
2017,cuarto,policia_familiar,zaragoza,aragon,12
2017,cuarto,intervencion_policial_directa,zaragoza,aragon,175
2017,cuarto,parte_lesiones,zaragoza,aragon,43
2017,cuarto,asistencia_terceros,zaragoza,aragon,0
2018,primero,victima,zaragoza,aragon,2
2018,primero,familiar,zaragoza,aragon,0
2018,primero,policia_victima,zaragoza,aragon,505
2018,primero,policia_familiar,zaragoza,aragon,10
2018,primero,intervencion_policial_directa,zaragoza,aragon,139
2018,primero,parte_lesiones,zaragoza,aragon,34
2018,primero,asistencia_terceros,zaragoza,aragon,0
2018,segundo,victima,zaragoza,aragon,0
2018,segundo,familiar,zaragoza,aragon,0
2018,segundo,policia_victima,zaragoza,aragon,603
2018,segundo,policia_familiar,zaragoza,aragon,17
2018,segundo,intervencion_policial_directa,zaragoza,aragon,233
2018,segundo,parte_lesiones,zaragoza,aragon,47
2018,segundo,asistencia_terceros,zaragoza,aragon,0
2018,tercero,victima,zaragoza,aragon,0
2018,tercero,familiar,zaragoza,aragon,0
2018,tercero,policia_victima,zaragoza,aragon,632
2018,tercero,policia_familiar,zaragoza,aragon,27
2018,tercero,intervencion_policial_directa,zaragoza,aragon,208
2018,tercero,parte_lesiones,zaragoza,aragon,28
2018,tercero,asistencia_terceros,zaragoza,aragon,0
2018,cuarto,victima,zaragoza,aragon,3
2018,cuarto,familiar,zaragoza,aragon,0
2018,cuarto,policia_victima,zaragoza,aragon,535
2018,cuarto,policia_familiar,zaragoza,aragon,0
2018,cuarto,intervencion_policial_directa,zaragoza,aragon,205
2018,cuarto,parte_lesiones,zaragoza,aragon,156
2018,cuarto,asistencia_terceros,zaragoza,aragon,0
2019,primero,victima,zaragoza,aragon,2
2019,primero,familiar,zaragoza,aragon,0
2019,primero,policia_victima,zaragoza,aragon,728
2019,primero,policia_familiar,zaragoza,aragon,3
2019,primero,intervencion_policial_directa,zaragoza,aragon,99
2019,primero,parte_lesiones,zaragoza,aragon,136
2019,primero,asistencia_terceros,zaragoza,aragon,0
2019,segundo,victima,zaragoza,aragon,10
2019,segundo,familiar,zaragoza,aragon,0
2019,segundo,policia_victima,zaragoza,aragon,472
2019,segundo,policia_familiar,zaragoza,aragon,4
2019,segundo,intervencion_policial_directa,zaragoza,aragon,183
2019,segundo,parte_lesiones,zaragoza,aragon,46
2019,segundo,asistencia_terceros,zaragoza,aragon,6
2019,tercero,victima,zaragoza,aragon,4
2019,tercero,familiar,zaragoza,aragon,0
2019,tercero,policia_victima,zaragoza,aragon,636
2019,tercero,policia_familiar,zaragoza,aragon,12
2019,tercero,intervencion_policial_directa,zaragoza,aragon,272
2019,tercero,parte_lesiones,zaragoza,aragon,149
2019,tercero,asistencia_terceros,zaragoza,aragon,1
2019,cuarto,victima,zaragoza,aragon,6
2019,cuarto,familiar,zaragoza,aragon,0
2019,cuarto,policia_victima,zaragoza,aragon,620
2019,cuarto,policia_familiar,zaragoza,aragon,5
2019,cuarto,intervencion_policial_directa,zaragoza,aragon,173
2019,cuarto,parte_lesiones,zaragoza,aragon,57
2019,cuarto,asistencia_terceros,zaragoza,aragon,2
2020,primero,victima,zaragoza,aragon,4
2020,primero,familiar,zaragoza,aragon,0
2020,primero,policia_victima,zaragoza,aragon,338
2020,primero,policia_familiar,zaragoza,aragon,8
2020,primero,intervencion_policial_directa,zaragoza,aragon,160
2020,primero,parte_lesiones,zaragoza,aragon,55
2020,primero,asistencia_terceros,zaragoza,aragon,0
2020,segundo,victima,zaragoza,aragon,0
2020,segundo,familiar,zaragoza,aragon,0
2020,segundo,policia_victima,zaragoza,aragon,521
2020,segundo,policia_familiar,zaragoza,aragon,3
2020,segundo,intervencion_policial_directa,zaragoza,aragon,163
2020,segundo,parte_lesiones,zaragoza,aragon,14
2020,segundo,asistencia_terceros,zaragoza,aragon,0
2020,tercero,victima,zaragoza,aragon,0
2020,tercero,familiar,zaragoza,aragon,1
2020,tercero,policia_victima,zaragoza,aragon,499
2020,tercero,policia_familiar,zaragoza,aragon,2
2020,tercero,intervencion_policial_directa,zaragoza,aragon,176
2020,tercero,parte_lesiones,zaragoza,aragon,47
2020,tercero,asistencia_terceros,zaragoza,aragon,3
2020,cuarto,victima,zaragoza,aragon,0
2020,cuarto,familiar,zaragoza,aragon,0
2020,cuarto,policia_victima,zaragoza,aragon,471
2020,cuarto,policia_familiar,zaragoza,aragon,7
2020,cuarto,intervencion_policial_directa,zaragoza,aragon,177
2020,cuarto,parte_lesiones,zaragoza,aragon,78
2020,cuarto,asistencia_terceros,zaragoza,aragon,0
2021,primero,victima,zaragoza,aragon,0
2021,primero,familiar,zaragoza,aragon,0
2021,primero,policia_victima,zaragoza,aragon,405
2021,primero,policia_familiar,zaragoza,aragon,5
2021,primero,intervencion_policial_directa,zaragoza,aragon,195
2021,primero,parte_lesiones,zaragoza,aragon,52
2021,primero,asistencia_terceros,zaragoza,aragon,0
2021,segundo,victima,zaragoza,aragon,1
2021,segundo,familiar,zaragoza,aragon,0
2021,segundo,policia_victima,zaragoza,aragon,411
2021,segundo,policia_familiar,zaragoza,aragon,15
2021,segundo,intervencion_policial_directa,zaragoza,aragon,253
2021,segundo,parte_lesiones,zaragoza,aragon,61
2021,segundo,asistencia_terceros,zaragoza,aragon,0
2021,tercero,victima,zaragoza,aragon,0
2021,tercero,familiar,zaragoza,aragon,0
2021,tercero,policia_victima,zaragoza,aragon,536
2021,tercero,policia_familiar,zaragoza,aragon,37
2021,tercero,intervencion_policial_directa,zaragoza,aragon,444
2021,tercero,parte_lesiones,zaragoza,aragon,148
2021,tercero,asistencia_terceros,zaragoza,aragon,3
2021,cuarto,victima,zaragoza,aragon,2
2021,cuarto,familiar,zaragoza,aragon,0
2021,cuarto,policia_victima,zaragoza,aragon,437
2021,cuarto,policia_familiar,zaragoza,aragon,7
2021,cuarto,intervencion_policial_directa,zaragoza,aragon,275
2021,cuarto,parte_lesiones,zaragoza,aragon,52
2021,cuarto,asistencia_terceros,zaragoza,aragon,0
2022,primero,victima,zaragoza,aragon,1
2022,primero,familiar,zaragoza,aragon,0
2022,primero,policia_victima,zaragoza,aragon,409
2022,primero,policia_familiar,zaragoza,aragon,8
2022,primero,intervencion_policial_directa,zaragoza,aragon,325
2022,primero,parte_lesiones,zaragoza,aragon,99
2022,primero,asistencia_terceros,zaragoza,aragon,0
2022,segundo,victima,zaragoza,aragon,4
2022,segundo,familiar,zaragoza,aragon,3
2022,segundo,policia_victima,zaragoza,aragon,541
2022,segundo,policia_familiar,zaragoza,aragon,19
2022,segundo,intervencion_policial_directa,zaragoza,aragon,216
2022,segundo,parte_lesiones,zaragoza,aragon,86
2022,segundo,asistencia_terceros,zaragoza,aragon,4
2022,tercero,victima,zaragoza,aragon,9
2022,tercero,familiar,zaragoza,aragon,0
2022,tercero,policia_victima,zaragoza,aragon,636
2022,tercero,policia_familiar,zaragoza,aragon,33
2022,tercero,intervencion_policial_directa,zaragoza,aragon,235
2022,tercero,parte_lesiones,zaragoza,aragon,114
2022,tercero,asistencia_terceros,zaragoza,aragon,11
2022,cuarto,victima,zaragoza,aragon,6
2022,cuarto,familiar,zaragoza,aragon,1
2022,cuarto,policia_victima,zaragoza,aragon,578
2022,cuarto,policia_familiar,zaragoza,aragon,34
2022,cuarto,intervencion_policial_directa,zaragoza,aragon,206
2022,cuarto,parte_lesiones,zaragoza,aragon,103
2022,cuarto,asistencia_terceros,zaragoza,aragon,3
2023,primero,victima,zaragoza,aragon,3
2023,primero,familiar,zaragoza,aragon,3
2023,primero,policia_victima,zaragoza,aragon,565
2023,primero,policia_familiar,zaragoza,aragon,45
2023,primero,intervencion_policial_directa,zaragoza,aragon,194
